Time (ms),UNKNOWN,STILL,FALLING,STOPPED
1799,,,0.298782,
1804,,,0.301247,
1824,,,0.301247,
1855,,,0.264904,
1857,,,0.281157,
1872,,,0.281157,
1876,,,0.238284,
1892,,,0.238284,
1896,,,0.221555,
1912,,,0.221555,
1916,,,0.221555,
1931,,,0.252743,
1936,,,0.266975,
1951,,,0.242755,
1956,,,0.242755,
1971,,,0.220398,
1986,,,0.202925,
1987,,,0.202925,
2002,,,0.202925,
2007,,,0.183799,
2022,,,0.202925,
2028,,,0.177698,
2046,,,0.177698,
2048,,,0.242755,
2064,,,0.220398,
2067,,,0.220398,
2083,,,0.220398,
2087,,,0.204772,
2104,,,0.235043,
2108,,,0.254651,
2124,,,0.227010,
2129,,,0.227010,
2144,,,0.227010,
2149,,,0.227010,
2164,,,0.217016,
2168,,,0.243806,
2183,,,0.243806,
2188,,,0.243806,
2203,,,0.250392,
2218,,,0.250392,
2219,,,0.283776,
2236,,,0.273151,
2239,,,,0.774637
2258,,,,1.000539
2260,,,,2.476948
2274,,,,4.322861
2280,,,,2.498947
2295,,,,1.427946
2300,,,,0.934573
2315,,,,1.081335
2320,,,,1.095141
2334,,,,0.976585
2350,,,,0.971059
2352,,,,1.024368
2366,,,,1.013029
2371,,,,1.020647
2386,,,,1.027384
2391,,,,1.031852
2407,,,,1.076065
2411,,,,1.109234
2427,,,,1.093113
2442,,,,1.078051
2444,,,,1.095141
2459,,,,1.144606
2462,,,,1.143959
2477,,,,1.143959
2483,,,,1.178357
2497,,,,1.178357
2502,,,,1.198118
2518,,,,1.217259
2522,,,,1.217259
2537,,,,1.221505
2542,,,,1.221505
2557,,,,1.260836
2562,,,,1.267273
2577,,,,1.301252
2593,,,,1.293332
2598,,,,1.293332
2614,,,,1.327760
2617,,,,1.336089
2632,,,,1.356942
2634,,,,1.356942
2649,,,,1.388633
2654,,,,1.353568
2669,,,,1.377226
2688,,,,1.377226
2689,,,,1.412750
2702,,,,1.402517
2705,,,,1.402517
2720,,,,1.393195
2735,,,,1.393195
2737,,,,1.384800
2752,,,,1.384800
2757,,,,1.413920
2772,,,,1.413920
2778,,,,1.407599
2787,,,,1.407599
2802,,,,1.398638
2807,,,,1.393233
2822,,,,1.393233
2839,,,,1.385247
2854,,,,1.380784
2857,,,,1.411510
2872,,,,1.411510
2877,,,,1.405734
2897,,,,1.397560
2917,,,,1.397560
2933,,,,1.397560
2937,,,,1.393850
2958,,,,1.432064
2973,,,,1.393850
2978,,,,1.393850
2998,,,,1.432064
3017,,,,1.432064
3018,,,,1.429667
3033,,,,1.432064
3038,,,,1.429479
3057,,,,1.429479
3059,,,,1.429479
3078,,,,1.429479
3093,,,,1.391194
3108,,,,1.352920
3109,,,,3.992432
3125,,,,4.695086
3130,,,,4.029263
3144,,,,2.293776
3150,,,,0.546005
3164,,,,0.177698
3169,,,,0.287071
3184,,,,0.171302
3189,,,,0.155499
3204,,,,0.113505
3212,,,,0.164738
3226,,,,0.131610
3231,,,,0.113505
3251,,,,0.131610
3271,,,,0.113505
3291,,,,0.131610
3313,,,,0.113505
3393,,,,0.113505
3408,,,,0.113505
3413,,,,0.113505
3428,,,,0.113505
3465,,,,0.142408
3480,,,,0.113505
3484,,,,0.113505
3499,,,,0.113505
3524,,,,0.142408
3544,,,,0.142408
3599,,,,0.142408
3613,,,,0.933386
3614,,,,6.030458
3629,,,,5.743391
3634,,,,0.767045
3649,,,,0.257173
3654,,,,0.113505
3669,,,,0.053395
3684,,,,0.083464
3686,,,,0.053395
3701,,,,0.053395
3706,,,,0.053395
3727,,,,0.037037
3742,,,,0.053395
3747,,,,0.053395
3837,,,,4.305430
3852,,,,5.288417
