t,x,y,z,x avg,y avg,z avg,x max,x min,y max,y min,z max,z min
32,1.1141,1.6448,-0.5531,0.8535,0.7215,0.4750,1.3725,0.0391,1.7635,0.2546,1.1819,-0.5864
33,1.0161,1.5304,-0.4809,0.9024,0.7671,0.3919,1.3725,0.1138,1.7635,0.2546,1.1294,-0.5864
34,0.9622,1.4693,-0.4411,0.9448,0.8140,0.3133,1.3725,0.2028,1.7635,0.2546,1.0421,-0.5864
35,0.8490,1.4336,-0.3300,0.9771,0.8624,0.2447,1.3725,0.2653,1.7635,0.2546,0.9845,-0.5864
36,0.6376,1.3979,-0.1979,0.9957,0.9101,0.1856,1.3725,0.3986,1.7635,0.2546,0.9423,-0.5864
37,0.4362,1.4196,-0.1411,0.9976,0.9559,0.1314,1.3725,0.4362,1.7635,0.2546,0.9169,-0.5864
38,0.3483,1.4391,-0.1195,0.9828,1.0007,0.0796,1.3725,0.3483,1.7635,0.2546,0.8729,-0.5864
39,0.1437,1.4450,-0.1751,0.9525,1.0497,0.0272,1.3725,0.1437,1.7635,0.2546,0.7976,-0.5864
40,0.1269,1.4513,-0.1816,0.9168,1.1043,-0.0217,1.3725,0.1269,1.7635,0.2546,0.7604,-0.5864
41,0.0700,1.4766,-0.2005,0.8759,1.1641,-0.0698,1.3725,0.0700,1.7635,0.2546,0.7169,-0.5864
42,-0.4192,1.4038,-0.1522,0.8077,1.2216,-0.1132,1.3725,-0.4192,1.7635,0.3394,0.6853,-0.5864
43,-0.5053,1.1078,-0.1430,0.7300,1.2600,-0.1547,1.3725,-0.5053,1.7635,0.4428,0.6848,-0.5864
44,-0.7003,1.1190,0.1312,0.6395,1.2938,-0.1823,1.3725,-0.7003,1.7635,0.4929,0.6338,-0.5864
45,-0.8964,1.3209,0.2374,0.5363,1.3247,-0.2022,1.3725,-0.8964,1.7635,0.4929,0.5207,-0.5864
46,-1.0520,1.4582,0.2404,0.4269,1.3676,-0.2162,1.3725,-1.0520,1.7635,0.4929,0.2404,-0.5864
47,-1.1885,1.4735,0.2927,0.3074,1.4167,-0.2074,1.3725,-1.1885,1.7635,0.8793,0.2927,-0.5864
48,-1.3612,0.9796,0.2955,0.1736,1.4217,-0.1823,1.3725,-1.3612,1.7635,0.9796,0.2955,-0.5864
49,-1.0403,0.8761,0.8098,0.0529,1.3924,-0.1125,1.3156,-1.3612,1.7635,0.8761,0.8098,-0.5793
50,-0.8990,0.9454,0.9874,-0.0578,1.3578,-0.0350,1.2019,-1.3612,1.7635,0.8761,0.9874,-0.5793
51,-0.7687,0.8773,1.0789,-0.1563,1.3135,0.0479,1.1141,-1.3612,1.6448,0.8761,1.0789,-0.5531
52,-0.4514,0.9529,1.1311,-0.2346,1.2789,0.1321,1.0161,-1.3612,1.5304,0.8761,1.1311,-0.4809
53,-0.2935,0.8783,1.1184,-0.3001,1.2463,0.2120,0.9622,-1.3612,1.4766,0.8761,1.1311,-0.4411
54,-0.3043,0.6059,1.1825,-0.3634,1.2031,0.2932,0.8490,-1.3612,1.4766,0.6059,1.1825,-0.3300
55,-0.3225,0.6191,1.2190,-0.4220,1.1624,0.3707,0.6376,-1.3612,1.4766,0.6059,1.2190,-0.2005
56,-0.3626,0.8866,1.2699,-0.4720,1.1368,0.4441,0.4362,-1.3612,1.4766,0.6059,1.2699,-0.2005
57,-0.3242,1.1520,1.2086,-0.5100,1.1234,0.5115,0.3483,-1.3612,1.4766,0.6059,1.2699,-0.2005
58,-0.1752,1.1915,1.1110,-0.5362,1.1110,0.5731,0.1437,-1.3612,1.4766,0.6059,1.2699,-0.2005
59,0.0560,0.9175,0.9954,-0.5406,1.0847,0.6316,0.1269,-1.3612,1.4766,0.6059,1.2699,-0.2005
60,0.2160,0.6869,0.9905,-0.5361,1.0464,0.6902,0.2160,-1.3612,1.4766,0.6059,1.2699,-0.2005
61,0.4339,0.5793,0.9965,-0.5179,1.0016,0.7501,0.4339,-1.3612,1.4735,0.5793,1.2699,-0.1522
62,0.8064,0.6135,1.0836,-0.4567,0.9621,0.8118,0.8064,-1.3612,1.4735,0.5793,1.2699,-0.1430
63,0.9550,0.3567,0.7891,-0.3836,0.9245,0.8584,0.9550,-1.3612,1.4735,0.3567,1.2699,0.1312
64,1.0033,0.3553,0.6596,-0.2985,0.8863,0.8849,1.0033,-1.3612,1.4735,0.3553,1.2699,0.2374
65,1.0133,0.2992,0.4935,-0.2030,0.8352,0.8977,1.0133,-1.3612,1.4735,0.2992,1.2699,0.2404
66,1.0211,0.2563,0.4189,-0.0993,0.7751,0.9066,1.0211,-1.3612,1.4735,0.2563,1.2699,0.2927
67,0.9943,0.2976,0.4257,0.0098,0.7163,0.9132,1.0211,-1.3612,1.1915,0.2563,1.2699,0.2955
68,0.9105,0.4222,0.4935,0.1234,0.6885,0.9231,1.0211,-1.0403,1.1915,0.2563,1.2699,0.4189
69,0.8839,0.4660,0.4998,0.2196,0.6680,0.9076,1.0211,-0.8990,1.1915,0.2563,1.2699,0.4189
70,0.7633,0.6026,0.5191,0.3027,0.6508,0.8842,1.0211,-0.7687,1.1915,0.2563,1.2699,0.4189
71,0.7588,0.6285,0.3881,0.3791,0.6384,0.8497,1.0211,-0.4514,1.1915,0.2563,1.2699,0.3881
72,0.7629,0.6561,0.2575,0.4398,0.6236,0.8060,1.0211,-0.3626,1.1915,0.2563,1.2699,0.2575
73,0.7812,0.7001,0.1127,0.4936,0.6146,0.7557,1.0211,-0.3626,1.1915,0.2563,1.2699,0.1127
74,0.8390,0.8304,0.0041,0.5507,0.6259,0.6968,1.0211,-0.3626,1.1915,0.2563,1.2699,0.0041
75,0.9902,1.1091,-0.0816,0.6164,0.6504,0.6318,1.0211,-0.3626,1.1915,0.2563,1.2699,-0.0816
76,1.1975,1.5629,-0.2354,0.6944,0.6842,0.5565,1.1975,-0.3242,1.5629,0.2563,1.2086,-0.2354
77,1.1869,1.5028,-0.2020,0.7699,0.7017,0.4860,1.1975,-0.1752,1.5629,0.2563,1.1110,-0.2354
78,1.1410,1.6785,-0.0320,0.8357,0.7261,0.4288,1.1975,0.0560,1.6785,0.2563,1.0836,-0.2354
79,1.1030,1.7236,0.0091,0.8881,0.7664,0.3795,1.1975,0.2160,1.7236,0.2563,1.0836,-0.2354
80,1.0980,1.7347,0.0073,0.9322,0.8188,0.3304,1.1975,0.4339,1.7347,0.2563,1.0836,-0.2354
81,1.0054,1.7234,0.0390,0.9608,0.8760,0.2825,1.1975,0.7588,1.7347,0.2563,1.0836,-0.2354
82,0.7773,1.6368,0.0927,0.9593,0.9271,0.2329,1.1975,0.7588,1.7347,0.2563,0.7891,-0.2354
83,0.5819,1.5354,0.0698,0.9406,0.9861,0.1970,1.1975,0.5819,1.7347,0.2563,0.6596,-0.2354
84,0.3314,1.3755,0.0447,0.9070,1.0371,0.1662,1.1975,0.3314,1.7347,0.2563,0.5191,-0.2354
85,0.2231,1.3294,0.0606,0.8675,1.0886,0.1446,1.1975,0.2231,1.7347,0.2563,0.5191,-0.2354
86,0.1907,1.3332,0.0333,0.8260,1.1424,0.1253,1.1975,0.1907,1.7347,0.2976,0.5191,-0.2354
87,0.0700,1.2284,0.0707,0.7798,1.1890,0.1076,1.1975,0.0700,1.7347,0.4222,0.5191,-0.2354
88,0.0347,1.2555,0.1165,0.7360,1.2306,0.0887,1.1975,0.0347,1.7347,0.4660,0.5191,-0.2354
89,-0.0682,0.9921,0.1439,0.6884,1.2570,0.0709,1.1975,-0.0682,1.7347,0.6026,0.5191,-0.2354
90,-0.1680,1.1097,0.2354,0.6418,1.2823,0.0567,1.1975,-0.1680,1.7347,0.6285,0.3881,-0.2354
91,-0.2358,1.1864,0.2598,0.5921,1.3102,0.0503,1.1975,-0.2358,1.7347,0.6561,0.2598,-0.2354
92,-0.3214,1.2022,0.2550,0.5379,1.3375,0.0502,1.1975,-0.3214,1.7347,0.7001,0.2598,-0.2354
93,-0.4154,1.2555,0.2359,0.4781,1.3653,0.0563,1.1975,-0.4154,1.7347,0.8304,0.2598,-0.2354
94,-0.4698,1.2255,0.1966,0.4126,1.3850,0.0660,1.1975,-0.4698,1.7347,0.9921,0.2598,-0.2354
95,-0.4765,1.2210,0.1890,0.3393,1.3906,0.0795,1.1975,-0.4765,1.7347,0.9921,0.2598,-0.2354
96,-0.5461,1.1852,0.1779,0.2521,1.3717,0.1002,1.1869,-0.5461,1.7347,0.9921,0.2598,-0.2020
97,-0.5810,1.1952,0.1749,0.1637,1.3564,0.1190,1.1410,-0.5810,1.7347,0.9921,0.2598,-0.0320
98,-0.6064,1.3150,0.2431,0.0763,1.3382,0.1328,1.1030,-0.6064,1.7347,0.9921,0.2598,0.0073
99,-0.6745,1.4833,0.3355,-0.0125,1.3262,0.1491,1.0980,-0.6745,1.7347,0.9921,0.3355,0.0073
100,-0.7453,1.3272,0.3200,-0.1047,1.3058,0.1647,1.0054,-0.7453,1.7234,0.9921,0.3355,0.0333
101,-0.7493,1.1176,0.3198,-0.1924,1.2755,0.1788,0.7773,-0.7493,1.6368,0.9921,0.3355,0.0333
102,-0.6758,1.0052,0.5282,-0.2651,1.2439,0.2005,0.5819,-0.7493,1.5354,0.9921,0.5282,0.0333
103,-0.5985,1.1409,0.7378,-0.3241,1.2242,0.2339,0.3314,-0.7493,1.4833,0.9921,0.7378,0.0333
104,-0.5206,0.7876,0.9579,-0.3667,1.1948,0.2796,0.2231,-0.7493,1.4833,0.7876,0.9579,0.0333
105,-0.4328,0.8340,1.1907,-0.3995,1.1700,0.3361,0.1907,-0.7493,1.4833,0.7876,1.1907,0.0333
106,-0.4041,0.6665,1.2409,-0.4292,1.1367,0.3965,0.0700,-0.7493,1.4833,0.6665,1.2409,0.0707
107,-0.3138,0.6264,1.2217,-0.4484,1.1066,0.4540,0.0347,-0.7493,1.4833,0.6264,1.2409,0.1165
108,-0.2829,0.6290,1.2164,-0.4643,1.0753,0.5090,-0.0682,-0.7493,1.4833,0.6264,1.2409,0.1439
109,-0.1489,0.7392,1.1907,-0.4683,1.0626,0.5614,-0.1489,-0.7493,1.4833,0.6264,1.2409,0.1749
110,-0.1329,0.6638,1.1371,-0.4666,1.0403,0.6064,-0.1329,-0.7493,1.4833,0.6264,1.2409,0.1749
111,-0.1524,0.5707,1.0765,-0.4624,1.0095,0.6473,-0.1329,-0.7493,1.4833,0.5707,1.2409,0.1749
112,-0.1464,0.3757,0.9645,-0.4537,0.9682,0.6828,-0.1329,-0.7493,1.4833,0.3757,1.2409,0.1749
113,-0.0228,0.4143,0.8934,-0.4340,0.9262,0.7156,-0.0228,-0.7493,1.4833,0.3757,1.2409,0.1749
114,0.0782,0.4635,0.8721,-0.4066,0.8881,0.7494,0.0782,-0.7493,1.4833,0.3757,1.2409,0.1749
115,0.3532,0.5814,0.8564,-0.3652,0.8561,0.7828,0.3532,-0.7493,1.4833,0.3757,1.2409,0.1749
116,0.6589,0.6045,0.9429,-0.3049,0.8271,0.8210,0.6589,-0.7493,1.4833,0.3757,1.2409,0.1749
117,0.9810,0.6295,1.0371,-0.2268,0.7988,0.8641,0.9810,-0.7493,1.4833,0.3757,1.2409,0.2431
118,1.2476,0.5987,0.9974,-0.1341,0.7630,0.9018,1.2476,-0.7493,1.4833,0.3757,1.2409,0.3198
119,1.3439,0.5667,0.8600,-0.0332,0.7171,0.9281,1.3439,-0.7493,1.3272,0.3757,1.2409,0.3198
120,1.3521,0.5699,0.8464,0.0717,0.6793,0.9544,1.3521,-0.7493,1.1409,0.3757,1.2409,0.3198
121,1.3616,0.5738,0.8192,0.1772,0.6521,0.9794,1.3616,-0.6758,1.1409,0.3757,1.2409,0.5282
122,1.3806,0.5843,0.7532,0.2801,0.6310,0.9906,1.3806,-0.5985,1.1409,0.3757,1.2409,0.7378
123,1.3882,0.5757,0.6865,0.3794,0.6028,0.9880,1.3882,-0.5206,0.8340,0.3757,1.2409,0.6865
124,1.3423,0.6900,0.6070,0.4725,0.5979,0.9705,1.3882,-0.4328,0.8340,0.3757,1.2409,0.6070
125,1.3170,0.7773,0.6290,0.5600,0.5950,0.9424,1.3882,-0.4041,0.7773,0.3757,1.2409,0.6070
126,1.2053,0.9322,0.6446,0.6405,0.6083,0.9126,1.3882,-0.3138,0.9322,0.3757,1.2217,0.6070
127,1.1476,0.8801,0.5196,0.7136,0.6210,0.8775,1.3882,-0.2829,0.9322,0.3757,1.2164,0.5196
128,1.1368,0.9016,0.3988,0.7845,0.6346,0.8366,1.3882,-0.1524,0.9322,0.3757,1.1907,0.3988
129,1.1347,1.0009,0.3182,0.8487,0.6477,0.7930,1.3882,-0.1524,1.0009,0.3757,1.1371,0.3182
130,1.1259,1.0908,0.2955,0.9117,0.6691,0.7509,1.3882,-0.1524,1.0908,0.3757,1.0765,0.2955
131,1.0491,1.3075,0.1975,0.9717,0.7059,0.7070,1.3882,-0.1464,1.3075,0.3757,1.0371,0.1975
132,1.1491,1.3908,0.1065,1.0365,0.7567,0.6641,1.3882,-0.0228,1.3908,0.4143,1.0371,0.1065
133,1.2612,1.6133,-0.0131,1.1007,0.8166,0.6187,1.3882,0.0782,1.6133,0.4635,1.0371,-0.0131
134,0.8572,1.6366,0.0654,1.1397,0.8753,0.5784,1.3882,0.3532,1.6366,0.5667,1.0371,-0.0131
135,0.5917,1.5327,0.0707,1.1516,0.9228,0.5391,1.3882,0.5917,1.6366,0.5667,1.0371,-0.0131
136,0.4879,1.5401,0.0644,1.1430,0.9696,0.4952,1.3882,0.4879,1.6366,0.5667,1.0371,-0.0131
137,0.2724,1.5186,0.0493,1.1076,1.0141,0.4458,1.3882,0.2724,1.6366,0.5667,0.9974,-0.0131
138,0.1879,1.3858,-0.0469,1.0546,1.0534,0.3936,1.3882,0.1879,1.6366,0.5667,0.8600,-0.0469
139,0.1677,1.3180,-0.1136,0.9958,1.0910,0.3449,1.3882,0.1677,1.6366,0.5699,0.8464,-0.1136
140,0.1060,1.1981,-0.1326,0.9335,1.1224,0.2960,1.3882,0.1060,1.6366,0.5738,0.8192,-0.1326
141,-0.0200,0.9581,-0.1323,0.8644,1.1416,0.2484,1.3882,-0.0200,1.6366,0.5757,0.7532,-0.1326
142,-0.3181,0.9448,0.0759,0.7795,1.1597,0.2145,1.3882,-0.3181,1.6366,0.5757,0.6865,-0.1326
143,-0.3719,0.9989,0.0991,0.6915,1.1808,0.1851,1.3423,-0.3719,1.6366,0.6900,0.6446,-0.1326
144,-0.3986,1.0447,0.0816,0.6044,1.1985,0.1589,1.3170,-0.3986,1.6366,0.7773,0.6446,-0.1326
145,-0.4767,1.1401,-0.0231,0.5148,1.2167,0.1263,1.2612,-0.4767,1.6366,0.8801,0.6446,-0.1326
146,-0.5202,1.1245,-0.0850,0.4285,1.2263,0.0898,1.2612,-0.5202,1.6366,0.8801,0.5196,-0.1326
147,-0.5345,1.0889,-0.1003,0.3444,1.2367,0.0588,1.2612,-0.5345,1.6366,0.9016,0.3988,-0.1326
148,-0.5830,0.7770,-0.2479,0.2584,1.2305,0.0265,1.2612,-0.5830,1.6366,0.7770,0.3182,-0.2479
149,-0.6363,0.7748,-0.1929,0.1698,1.2192,0.0009,1.2612,-0.6363,1.6366,0.7748,0.2955,-0.2479
150,-0.6097,1.0800,-0.1054,0.0831,1.2187,-0.0191,1.2612,-0.6363,1.6366,0.7748,0.1975,-0.2479
151,-0.7246,1.1681,-0.0749,-0.0056,1.2117,-0.0328,1.2612,-0.7246,1.6366,0.7748,0.1065,-0.2479
152,-0.7463,1.1309,-0.0820,-0.1004,1.1987,-0.0422,1.2612,-0.7463,1.6366,0.7748,0.0991,-0.2479
153,-0.7534,1.0745,-0.0899,-0.2011,1.1718,-0.0460,0.8572,-0.7534,1.6366,0.7748,0.0991,-0.2479
154,-0.8017,0.8486,0.0543,-0.2841,1.1324,-0.0466,0.5917,-0.8017,1.5401,0.7748,0.0991,-0.2479
155,-0.7851,0.9958,0.3997,-0.3529,1.1055,-0.0301,0.4879,-0.8017,1.5401,0.7748,0.3997,-0.2479
156,-0.6931,1.0436,0.5245,-0.4120,1.0807,-0.0071,0.2724,-0.8017,1.5186,0.7748,0.5245,-0.2479
157,-0.6089,1.1159,0.8368,-0.4560,1.0606,0.0323,0.1879,-0.8017,1.3858,0.7748,0.8368,-0.2479
158,-0.6275,1.0944,1.0181,-0.4968,1.0460,0.0855,0.1677,-0.8017,1.3180,0.7748,1.0181,-0.2479
159,-0.5954,0.9113,1.1558,-0.5349,1.0257,0.1490,0.1060,-0.8017,1.1981,0.7748,1.1558,-0.2479
160,-0.5946,0.8976,1.1704,-0.5700,1.0106,0.2141,-0.0200,-0.8017,1.1681,0.7748,1.1704,-0.2479
161,-0.5897,0.8828,1.1835,-0.5985,1.0069,0.2799,-0.3181,-0.8017,1.1681,0.7748,1.1835,-0.2479
162,-0.4083,0.8104,1.1815,-0.6030,1.0001,0.3352,-0.3719,-0.8017,1.1681,0.7748,1.1835,-0.2479
163,-0.2731,0.8970,1.2431,-0.5980,0.9950,0.3924,-0.2731,-0.8017,1.1681,0.7748,1.2431,-0.2479
164,-0.3623,0.7707,1.3050,-0.5962,0.9813,0.4536,-0.2731,-0.8017,1.1681,0.7707,1.3050,-0.2479
165,-0.3219,0.6682,1.2457,-0.5885,0.9578,0.5170,-0.2731,-0.8017,1.1681,0.6682,1.3050,-0.2479
166,-0.1489,0.6775,1.1541,-0.5699,0.9354,0.5790,-0.1489,-0.8017,1.1681,0.6682,1.3050,-0.2479
167,0.1508,0.7200,1.1135,-0.5356,0.9170,0.6396,0.1508,-0.8017,1.1681,0.6682,1.3050,-0.2479
168,0.5555,0.6876,1.2224,-0.4787,0.9125,0.7132,0.5555,-0.8017,1.1681,0.6682,1.3050,-0.1929
169,0.5720,0.4879,0.8059,-0.4183,0.8981,0.7631,0.5720,-0.8017,1.1681,0.4879,1.3050,-0.1054
170,0.6172,0.5179,0.6979,-0.3570,0.8700,0.8033,0.6172,-0.8017,1.1681,0.4879,1.3050,-0.0899
171,0.6455,0.5635,0.6909,-0.2885,0.8398,0.8416,0.6455,-0.8017,1.1309,0.4879,1.3050,-0.0899
172,0.6900,0.6368,0.6876,-0.2166,0.8151,0.8800,0.6900,-0.8017,1.1159,0.4879,1.3050,-0.0899
173,0.7893,0.7193,0.6932,-0.1395,0.7973,0.9192,0.7893,-0.8017,1.1159,0.4879,1.3050,0.0543
174,0.9241,0.6808,0.6737,-0.0532,0.7889,0.9502,0.9241,-0.7851,1.1159,0.4879,1.3050,0.3997
175,0.9783,0.6105,0.6457,0.0349,0.7697,0.9625,0.9783,-0.6931,1.1159,0.4879,1.3050,0.5245
176,0.9990,0.5609,0.6268,0.1196,0.7455,0.9676,0.9990,-0.6275,1.1159,0.4879,1.3050,0.6268
177,1.0370,0.4944,0.6085,0.2019,0.7145,0.9562,1.0370,-0.6275,1.0944,0.4879,1.3050,0.6085
178,1.0620,0.4787,0.5855,0.2863,0.6837,0.9345,1.0620,-0.5954,0.9113,0.4787,1.3050,0.5855
179,1.1152,0.5449,0.5313,0.3719,0.6654,0.9033,1.1152,-0.5946,0.8976,0.4787,1.3050,0.5313
180,1.1249,0.8371,0.6069,0.4578,0.6623,0.8751,1.1249,-0.5897,0.8970,0.4787,1.3050,0.5313
181,1.0913,0.9799,0.4358,0.5419,0.6672,0.8377,1.1249,-0.4083,0.9799,0.4787,1.3050,0.4358
182,1.0835,1.0243,0.2542,0.6165,0.6779,0.7914,1.1249,-0.3623,1.0243,0.4787,1.3050,0.2542
183,1.0775,1.1168,0.0366,0.6840,0.6889,0.7311,1.1249,-0.3623,1.1168,0.4787,1.3050,0.0366
184,1.0547,1.5857,0.0009,0.7549,0.7296,0.6659,1.1249,-0.3219,1.5857,0.4787,1.2457,0.0009
185,0.8121,1.4976,-0.0103,0.8116,0.7711,0.6031,1.1249,-0.1489,1.5857,0.4787,1.2224,-0.0103
186,0.7418,1.4619,-0.0893,0.8561,0.8103,0.5409,1.1249,0.1508,1.5857,0.4787,1.2224,-0.0893
187,0.7065,1.5547,-0.1419,0.8839,0.8521,0.4781,1.1249,0.5555,1.5857,0.4787,1.2224,-0.1419
188,0.6589,1.5872,-0.1658,0.8890,0.8970,0.4087,1.1249,0.5720,1.5872,0.4787,0.8059,-0.1658
189,0.6089,1.5185,-0.1926,0.8909,0.9486,0.3588,1.1249,0.6089,1.5872,0.4787,0.6979,-0.1926
190,0.5311,1.4055,-0.1634,0.8866,0.9929,0.3157,1.1249,0.5311,1.5872,0.4787,0.6932,-0.1926
191,0.4961,1.3551,-0.1571,0.8791,1.0325,0.2733,1.1249,0.4961,1.5872,0.4787,0.6932,-0.1926
192,0.4314,1.2438,-0.1441,0.8662,1.0629,0.2317,1.1249,0.4314,1.5872,0.4787,0.6932,-0.1926
193,0.4118,1.2454,-0.1226,0.8473,1.0892,0.1909,1.1249,0.4118,1.5872,0.4787,0.6737,-0.1926
194,0.3311,1.1941,-0.0678,0.8177,1.1149,0.1539,1.1249,0.3311,1.5872,0.4787,0.6457,-0.1926
195,0.2110,1.1491,0.0601,0.7793,1.1418,0.1246,1.1249,0.2110,1.5872,0.4787,0.6268,-0.1926
196,0.1278,1.0815,0.1278,0.7357,1.1678,0.0996,1.1249,0.1278,1.5872,0.4787,0.6085,-0.1926
197,0.1124,1.0702,0.1357,0.6895,1.1966,0.0760,1.1249,0.1124,1.5872,0.4787,0.6069,-0.1926
198,0.0739,1.0208,0.1520,0.6401,1.2237,0.0543,1.1249,0.0739,1.5872,0.5449,0.6069,-0.1926
199,0.0151,1.0004,0.1726,0.5851,1.2465,0.0364,1.1249,0.0151,1.5872,0.8371,0.6069,-0.1926
200,-0.0099,0.9934,0.1834,0.5283,1.2543,0.0152,1.0913,-0.0099,1.5872,0.9799,0.4358,-0.1926
