-0.3486,1.5678,0.1248,0,0,0,0
-0.5565,1.5559,-0.0098,0,0,0,0
-0.6313,1.4309,-0.0839,0,0,0,0
-0.7693,1.3062,-0.1068,0,0,0,0
-0.9487,1.225,-0.0443,0,0,0,0
-1.0226,1.4219,0.0414,0,0,0,0
-1.3136,1.7181,0.0561,0,0,0,0
-1.4527,1.3875,-0.0794,0,0,0,0
-1.4865,1.1736,-0.0922,0,0,0,0
-1.4881,1.0052,0.0289,0,0,0,0
-1.47,0.875,0.2614,0,0,0,0
-1.4204,0.8778,0.3576,0,0,0,0
-1.2731,1.0264,0.7419,0,0,0,0
-1.135,1.0168,1.1057,0,0,0,0
-0.9901,0.7176,1.3313,0,0,0,0
-0.7145,0.3031,1.3777,0,0,0,0
-0.5173,0.7173,1.6383,0,0,0,0
-0.4321,0.9821,1.7494,0,0,0,0
-0.3269,0.8391,1.5965,0,0,0,0
-0.2442,0.4913,1.3499,0,0,0,0
0.0799,0.4406,1.2124,0,0,0,0
0.2251,0.4823,1.1381,0,0,0,0
0.2752,0.5451,1.1179,0,0,0,0
0.2755,0.5506,1.1198,0,0,0,0
0.3061,0.5908,1.1315,0,0,0,0
0.4579,0.6626,1.1273,0,0,0,0
0.7692,0.5921,1.0221,0,0,0,0
1.0974,0.5962,0.9642,0,0,0,0
1.2614,0.6664,0.9714,0,0,0,0
1.3054,0.682,0.9827,0,0,0,0
1.4126,0.6611,0.814,0,0,0,0
1.6352,0.7342,0.3648,0,0,0,0
1.694,0.8572,0.3013,0,0,0,0
1.6897,0.9901,0.3013,0,0,0,0
1.728,1.0841,0.2415,0,0,0,0
1.7571,1.2365,0.1928,0,0,0,0
1.7381,1.2754,0.1802,0,0,0,0
1.7292,1.3169,0.1415,0,0,0,0
1.6834,1.5584,0.0192,0,0,0,0
1.5523,1.5874,-0.0152,0,0,0,0
1.3014,1.7634,-0.0519,0,0,0,0
0.8309,1.5625,0.0626,0,0,0,0
0.3471,1.203,0.1794,0,0,0,0
0.228,1.1919,0.2251,0,0,0,0
-0.144,1.7171,0.3947,0,0,0,0
-0.4992,1.6912,0.2424,0,0,0,0
-0.8926,1.4538,0.045,0,0,0,0
-0.8998,1.6348,0.0747,0,0,0,0
-0.8468,1.5852,0.0277,0,0,0,0
-0.8188,1.3836,-0.0477,0,0,0,0
-0.8174,1.1221,-0.0952,0,0,0,0
-0.8483,0.9453,-0.0884,0,0,0,0
-0.9337,0.8642,-0.0435,0,0,0,0
-1.017,0.9369,0.0634,0,0,0,0
-1.0419,0.8758,0.1534,0,0,0,0
-1.0668,0.6399,0.2775,0,0,0,0
-1.0658,0.4419,0.4329,0,0,0,0
-0.9459,0.5536,0.8,0,0,0,0
-1.0149,0.9786,1.2107,0,0,0,0
-1.0596,0.904,1.2783,0,0,0,0
-1.0575,0.8479,1.3043,0,0,0,0
-1.0646,0.8032,1.3275,0,0,0,0
-1.0314,0.6405,1.3783,0,0,0,0
-1.006,0.6256,1.3944,0,0,0,0
-0.9928,0.6208,1.4058,0,0,0,0
-0.8118,0.6274,1.5467,0,0,0,0
-0.5116,0.7416,1.6381,0,0,0,0
-0.393,0.836,1.6023,0,0,0,0
-0.327,0.6445,1.4572,0,0,0,0
0.1463,0.4528,1.4157,0,0,0,0
0.8584,0.4541,1.8345,0,0,0,0
1.2853,0.5028,1.6871,0,0,0,0
1.4803,0.4254,1.4021,0,0,0,0
1.4745,0.3477,1.1752,0,0,0,0
1.4197,0.2708,0.9941,0,0,0,0
1.1704,0.221,0.7297,0,0,0,0
1.0153,0.3631,0.6661,0,0,0,0
0.9458,0.7347,0.5174,0,0,0,0
0.9958,0.9597,0.4697,0,0,0,0
1.0648,1.2494,0.4588,0,0,0,0
1.1329,1.3198,0.4117,0,0,0,0
1.2008,1.3649,0.3518,0,0,0,0
1.1626,1.3791,0.3118,0,0,0,0
1.1502,1.3936,0.2353,0,0,0,0
1.0656,1.4768,0.0412,0,0,0,0
0.9888,1.5678,-0.008,0,0,0,0
0.9789,1.5673,-0.0129,0,0,0,0
0.8437,1.4975,-0.0576,0,0,0,0
0.6811,1.4635,0.0124,0,0,0,0
0.5464,1.4438,0.0193,0,0,0,0
0.4608,1.4047,0.0294,0,0,0,0
0.3552,1.3672,0.0198,0,0,0,0
0.1621,1.3745,-0.0046,0,0,0,0
0.0419,1.4481,0.0085,0,0,0,0
-0.085,1.4911,0.0458,0,0,0,0
-0.1434,1.3604,0.0646,0,0,0,0
-0.1981,1.1727,0.083,0,0,0,0
-0.1993,1.0654,0.079,0,0,0,0
-0.2319,1.0745,0.0843,0,0,0,0
-0.2248,1.3928,0.1804,0,0,0,0
-0.3067,1.3626,0.0784,0,0,0,0
-0.3884,1.1309,0.0405,0,0,0,0
-0.4058,0.9772,0.025,0,0,0,0
-0.4044,0.9482,0.0272,0,0,0,0
-0.4058,0.9217,0.0307,0,0,0,0
-0.3792,0.8516,0.1413,0,0,0,0
-0.3437,1.1692,0.3125,0,0,0,0
-0.3696,1.2598,0.38,0,0,0,0
-0.6219,0.9081,0.4304,0,0,0,0
-0.7507,0.7312,0.4354,0,0,0,0
-0.7801,0.7235,0.4475,0,0,0,0
-0.844,0.7809,0.5025,0,0,0,0
-1.0211,1.3025,0.8745,0,0,0,0
-1.111,0.863,1.2625,0,0,0,0
-0.9686,0.8823,1.3958,0,0,0,0
-0.8914,1.0581,1.5476,0,0,0,0
-0.7954,1.1635,1.6123,0,0,0,0
-0.7019,1.1837,1.5645,0,0,0,0
-0.5105,0.7021,1.3776,0,0,0,0
-0.3389,0.5383,1.3251,0,0,0,0
-0.1038,0.3957,1.283,0,0,0,0
0.0602,0.2594,1.2387,0,0,0,0
0.1719,0.226,1.2183,0,0,0,0
0.2519,0.224,1.2138,0,0,0,0
0.5141,0.1688,1.216,0,0,0,0
0.6771,0.2236,1.1438,0,0,0,0
0.8249,-0.0192,0.967,0,0,0,0
0.9338,-0.1276,0.9315,0,0,0,0
1.0914,-0.0095,0.9805,0,0,0,0
1.2207,0.2993,0.9061,0,0,0,0
1.2918,0.6119,0.6997,0,0,0,0
1.2897,0.6449,0.5217,0,0,0,0
1.2522,0.6556,0.3327,0,0,0,0
1.2042,0.6257,0.1383,0,0,0,0
1.1487,0.6317,-0.0197,0,0,0,0
1.13,0.659,-0.0568,0,0,0,0
1.0761,0.7258,-0.0994,0,0,0,0
1.0227,1.0288,-0.0947,0,0,0,0
0.9752,1.3705,-0.0178,0,0,0,0
0.9736,1.6705,-0.0305,0,0,0,0
0.9541,1.8744,-0.1374,0,0,0,0
0.954,1.8348,-0.1672,0,0,0,0
0.9791,1.7806,-0.1394,0,0,0,0
0.9757,1.7138,-0.0722,0,0,0,0
0.9792,1.709,-0.0645,0,0,0,0
0.8837,1.6878,0.1907,0,0,0,0
0.7445,1.6708,0.3188,0,0,0,0
