t,x,y,z,x avg,y avg,z avg,x max,x min,y max,y min,z max,z min
46,0.0257,0.9893,0.2003,0.0256,0.9912,0.1994,0.0287,0.0217,0.9957,0.9843,0.2028,0.1947
47,0.0269,0.9940,0.2006,0.0257,0.9913,0.1994,0.0287,0.0217,0.9957,0.9843,0.2028,0.1947
48,0.0283,0.9940,0.1976,0.0258,0.9916,0.1994,0.0287,0.0217,0.9957,0.9843,0.2028,0.1947
49,0.0277,0.9886,0.1995,0.0259,0.9913,0.1995,0.0287,0.0217,0.9957,0.9843,0.2028,0.1947
50,0.0274,0.9916,0.1994,0.0259,0.9914,0.1996,0.0287,0.0217,0.9957,0.9843,0.2028,0.1947
51,0.0284,0.9825,0.1967,0.0261,0.9909,0.1993,0.0287,0.0217,0.9957,0.9825,0.2028,0.1947
52,0.0269,0.9934,0.1997,0.0263,0.9910,0.1995,0.0287,0.0217,0.9957,0.9825,0.2028,0.1965
53,0.0224,0.9901,0.1994,0.0261,0.9908,0.1994,0.0287,0.0217,0.9957,0.9825,0.2028,0.1965
54,0.0257,0.9880,0.2004,0.0260,0.9907,0.1994,0.0287,0.0217,0.9957,0.9825,0.2028,0.1965
55,0.0206,0.9913,0.2000,0.0258,0.9908,0.1994,0.0287,0.0206,0.9957,0.9825,0.2028,0.1965
56,0.0261,0.9908,0.2000,0.0258,0.9909,0.1995,0.0287,0.0206,0.9957,0.9825,0.2028,0.1967
57,0.0291,0.9910,0.2043,0.0258,0.9909,0.1999,0.0291,0.0206,0.9957,0.9825,0.2043,0.1967
58,0.0258,0.9849,0.1997,0.0258,0.9906,0.1998,0.0291,0.0206,0.9957,0.9825,0.2043,0.1967
59,0.0237,0.9847,0.1971,0.0257,0.9903,0.1997,0.0291,0.0206,0.9957,0.9825,0.2043,0.1967
60,0.0236,0.9886,0.1953,0.0258,0.9901,0.1995,0.0291,0.0206,0.9957,0.9825,0.2043,0.1953
61,0.0262,0.9926,0.1995,0.0259,0.9900,0.1996,0.0291,0.0206,0.9948,0.9825,0.2043,0.1953
62,0.0257,0.9868,0.1994,0.0259,0.9897,0.1994,0.0291,0.0206,0.9948,0.9825,0.2043,0.1953
63,0.0273,0.9933,0.1994,0.0260,0.9897,0.1994,0.0291,0.0206,0.9940,0.9825,0.2043,0.1953
64,0.0258,0.9862,0.2026,0.0258,0.9898,0.1996,0.0291,0.0206,0.9940,0.9825,0.2043,0.1953
65,0.0275,0.9888,0.2028,0.0260,0.9895,0.1997,0.0291,0.0206,0.9940,0.9825,0.2043,0.1953
66,0.0274,0.9836,0.1989,0.0261,0.9892,0.1996,0.0291,0.0206,0.9940,0.9825,0.2043,0.1953
67,0.0251,0.9884,0.2008,0.0260,0.9890,0.1996,0.0291,0.0206,0.9940,0.9825,0.2043,0.1953
68,0.0247,0.9875,0.1938,0.0259,0.9886,0.1994,0.0291,0.0206,0.9934,0.9825,0.2043,0.1938
69,0.0258,0.9861,0.2003,0.0258,0.9885,0.1995,0.0291,0.0206,0.9934,0.9825,0.2043,0.1938
70,0.0222,0.9888,0.1979,0.0255,0.9884,0.1994,0.0291,0.0206,0.9934,0.9825,0.2043,0.1938
71,0.0286,0.9899,0.2026,0.0255,0.9887,0.1997,0.0291,0.0206,0.9934,0.9836,0.2043,0.1938
72,0.0247,0.9934,0.1982,0.0254,0.9887,0.1996,0.0291,0.0206,0.9934,0.9836,0.2043,0.1938
73,0.0242,0.9897,0.2031,0.0255,0.9887,0.1998,0.0291,0.0206,0.9934,0.9836,0.2043,0.1938
74,0.0261,0.9926,0.2000,0.0255,0.9889,0.1998,0.0291,0.0206,0.9934,0.9836,0.2043,0.1938
75,0.0247,0.9904,0.1979,0.0257,0.9889,0.1997,0.0291,0.0222,0.9934,0.9836,0.2043,0.1938
76,0.0231,0.9927,0.1958,0.0256,0.9890,0.1995,0.0291,0.0222,0.9934,0.9836,0.2043,0.1938
77,0.0274,0.9862,0.1999,0.0255,0.9888,0.1993,0.0286,0.0222,0.9934,0.9836,0.2031,0.1938
78,0.0257,0.9946,0.1965,0.0255,0.9892,0.1991,0.0286,0.0222,0.9946,0.9836,0.2031,0.1938
79,0.0231,0.9918,0.1983,0.0254,0.9896,0.1992,0.0286,0.0222,0.9946,0.9836,0.2031,0.1938
80,0.0247,0.9952,0.1961,0.0255,0.9899,0.1992,0.0286,0.0222,0.9952,0.9836,0.2031,0.1938
81,0.0283,0.9900,0.2017,0.0256,0.9898,0.1993,0.0286,0.0222,0.9952,0.9836,0.2031,0.1938
82,0.0266,0.9899,0.1986,0.0256,0.9900,0.1993,0.0286,0.0222,0.9952,0.9836,0.2031,0.1938
83,0.0283,0.9884,0.1977,0.0257,0.9897,0.1992,0.0286,0.0222,0.9952,0.9836,0.2031,0.1938
84,0.0256,0.9897,0.2014,0.0257,0.9899,0.1991,0.0286,0.0222,0.9952,0.9836,0.2031,0.1938
85,0.0246,0.9918,0.1982,0.0255,0.9900,0.1989,0.0286,0.0222,0.9952,0.9836,0.2031,0.1938
86,0.0289,0.9907,0.1965,0.0256,0.9904,0.1988,0.0289,0.0222,0.9952,0.9861,0.2031,0.1938
87,0.0212,0.9897,0.1987,0.0254,0.9905,0.1987,0.0289,0.0212,0.9952,0.9861,0.2031,0.1938
88,0.0245,0.9899,0.2012,0.0254,0.9906,0.1990,0.0289,0.0212,0.9952,0.9861,0.2031,0.1958
89,0.0215,0.9911,0.2038,0.0252,0.9908,0.1992,0.0289,0.0212,0.9952,0.9862,0.2038,0.1958
90,0.0272,0.9845,0.1990,0.0255,0.9906,0.1993,0.0289,0.0212,0.9952,0.9845,0.2038,0.1958
91,0.0247,0.9923,0.1972,0.0253,0.9907,0.1990,0.0289,0.0212,0.9952,0.9845,0.2038,0.1958
92,0.0267,0.9846,0.1982,0.0254,0.9903,0.1990,0.0289,0.0212,0.9952,0.9845,0.2038,0.1958
93,0.0245,0.9929,0.2009,0.0254,0.9904,0.1989,0.0289,0.0212,0.9952,0.9845,0.2038,0.1958
94,0.0256,0.9928,0.2016,0.0253,0.9905,0.1990,0.0289,0.0212,0.9952,0.9845,0.2038,0.1958
95,0.0239,0.9954,0.1990,0.0253,0.9907,0.1990,0.0289,0.0212,0.9954,0.9845,0.2038,0.1958
96,0.0241,0.9862,0.2008,0.0254,0.9904,0.1993,0.0289,0.0212,0.9954,0.9845,0.2038,0.1961
97,0.0274,0.9863,0.1998,0.0254,0.9904,0.1993,0.0289,0.0212,0.9954,0.9845,0.2038,0.1961
98,0.0268,0.9874,0.1971,0.0254,0.9900,0.1993,0.0289,0.0212,0.9954,0.9845,0.2038,0.1961
99,0.0237,0.9829,0.1977,0.0254,0.9896,0.1993,0.0289,0.0212,0.9954,0.9829,0.2038,0.1961
100,0.0231,0.9929,0.2038,0.0254,0.9895,0.1996,0.0289,0.0212,0.9954,0.9829,0.2038,0.1965
101,0.0286,0.9890,0.2006,0.0254,0.9894,0.1996,0.0289,0.0212,0.9954,0.9829,0.2038,0.1965
102,0.0255,0.9900,0.1958,0.0253,0.9894,0.1995,0.0289,0.0212,0.9954,0.9829,0.2038,0.1958
103,0.0248,0.9874,0.1979,0.0251,0.9894,0.1995,0.0289,0.0212,0.9954,0.9829,0.2038,0.1958
104,0.0261,0.9897,0.1943,0.0252,0.9894,0.1991,0.0289,0.0212,0.9954,0.9829,0.2038,0.1943
105,0.0242,0.9900,0.1983,0.0251,0.9893,0.1991,0.0289,0.0212,0.9954,0.9829,0.2038,0.1943
106,0.0246,0.9852,0.1990,0.0249,0.9890,0.1992,0.0286,0.0212,0.9954,0.9829,0.2038,0.1943
107,0.0224,0.9929,0.1972,0.0250,0.9892,0.1992,0.0286,0.0215,0.9954,0.9829,0.2038,0.1943
108,0.0274,0.9888,0.1988,0.0251,0.9891,0.1990,0.0286,0.0215,0.9954,0.9829,0.2038,0.1943
109,0.0263,0.9905,0.2020,0.0254,0.9891,0.1990,0.0286,0.0224,0.9954,0.9829,0.2038,0.1943
110,0.0261,0.9915,0.2000,0.0253,0.9894,0.1990,0.0286,0.0224,0.9954,0.9829,0.2038,0.1943
111,0.0256,0.9873,0.2005,0.0254,0.9892,0.1992,0.0286,0.0224,0.9954,0.9829,0.2038,0.1943
112,0.0248,0.9901,0.1983,0.0253,0.9895,0.1992,0.0286,0.0224,0.9954,0.9829,0.2038,0.1943
113,0.0250,0.9875,0.1977,0.0253,0.9892,0.1990,0.0286,0.0224,0.9954,0.9829,0.2038,0.1943
114,0.0246,0.9935,0.1995,0.0253,0.9892,0.1989,0.0286,0.0224,0.9954,0.9829,0.2038,0.1943
115,0.0233,0.9880,0.1990,0.0252,0.9889,0.1989,0.0286,0.0224,0.9935,0.9829,0.2038,0.1943
116,0.0287,0.9888,0.2019,0.0254,0.9890,0.1990,0.0287,0.0224,0.9935,0.9829,0.2038,0.1943
117,0.0301,0.9950,0.1984,0.0256,0.9894,0.1989,0.0301,0.0224,0.9950,0.9829,0.2038,0.1943
118,0.0273,0.9896,0.1997,0.0256,0.9895,0.1990,0.0301,0.0224,0.9950,0.9829,0.2038,0.1943
119,0.0284,0.9913,0.2017,0.0258,0.9899,0.1992,0.0301,0.0224,0.9950,0.9852,0.2038,0.1943
120,0.0239,0.9841,0.1987,0.0259,0.9895,0.1990,0.0301,0.0224,0.9950,0.9841,0.2020,0.1943
121,0.0262,0.9819,0.1978,0.0258,0.9892,0.1988,0.0301,0.0224,0.9950,0.9819,0.2020,0.1943
122,0.0233,0.9794,0.1987,0.0257,0.9886,0.1990,0.0301,0.0224,0.9950,0.9794,0.2020,0.1943
123,0.0247,0.9919,0.1979,0.0256,0.9889,0.1990,0.0301,0.0224,0.9950,0.9794,0.2020,0.1943
124,0.0237,0.9839,0.1944,0.0255,0.9886,0.1990,0.0301,0.0224,0.9950,0.9794,0.2020,0.1944
125,0.0228,0.9901,0.1984,0.0255,0.9886,0.1990,0.0301,0.0224,0.9950,0.9794,0.2020,0.1944
126,0.0250,0.9861,0.1986,0.0255,0.9886,0.1990,0.0301,0.0224,0.9950,0.9794,0.2020,0.1944
127,0.0287,0.9901,0.2028,0.0258,0.9885,0.1992,0.0301,0.0228,0.9950,0.9794,0.2028,0.1944
128,0.0281,0.9949,0.2036,0.0258,0.9888,0.1995,0.0301,0.0228,0.9950,0.9794,0.2036,0.1944
129,0.0274,0.9948,0.2031,0.0259,0.9890,0.1995,0.0301,0.0228,0.9950,0.9794,0.2036,0.1944
130,0.0247,0.9904,0.2010,0.0258,0.9889,0.1996,0.0301,0.0228,0.9950,0.9794,0.2036,0.1944
131,0.0193,0.9877,0.2037,0.0255,0.9890,0.1997,0.0301,0.0193,0.9950,0.9794,0.2037,0.1944
132,0.0262,0.9888,0.2025,0.0256,0.9889,0.2000,0.0301,0.0193,0.9950,0.9794,0.2037,0.1944
133,0.0275,0.9949,0.1984,0.0257,0.9893,0.2000,0.0301,0.0193,0.9950,0.9794,0.2037,0.1944
134,0.0215,0.9910,0.2049,0.0255,0.9891,0.2003,0.0301,0.0193,0.9950,0.9794,0.2049,0.1944
135,0.0223,0.9885,0.1978,0.0255,0.9892,0.2002,0.0301,0.0193,0.9950,0.9794,0.2049,0.1944
136,0.0279,0.9866,0.2037,0.0255,0.9890,0.2003,0.0301,0.0193,0.9950,0.9794,0.2049,0.1944
137,0.0261,0.9888,0.1972,0.0252,0.9887,0.2002,0.0287,0.0193,0.9949,0.9794,0.2049,0.1944
138,0.0246,0.9944,0.2022,0.0251,0.9890,0.2004,0.0287,0.0193,0.9949,0.9794,0.2049,0.1944
139,0.0268,0.9879,0.1988,0.0250,0.9888,0.2002,0.0287,0.0193,0.9949,0.9794,0.2049,0.1944
140,0.0287,0.9918,0.2008,0.0253,0.9892,0.2003,0.0287,0.0193,0.9949,0.9794,0.2049,0.1944
141,0.0266,0.9860,0.2000,0.0253,0.9894,0.2004,0.0287,0.0193,0.9949,0.9794,0.2049,0.1944
142,0.0263,0.9901,0.2011,0.0254,0.9899,0.2005,0.0287,0.0193,0.9949,0.9839,0.2049,0.1944
143,0.0217,0.9922,0.1973,0.0253,0.9900,0.2005,0.0287,0.0193,0.9949,0.9839,0.2049,0.1944
144,0.0256,0.9902,0.1987,0.0254,0.9903,0.2007,0.0287,0.0193,0.9949,0.9860,0.2049,0.1972
145,0.0246,0.9929,0.1999,0.0255,0.9904,0.2008,0.0287,0.0193,0.9949,0.9860,0.2049,0.1972
146,0.0255,0.9873,0.1973,0.0255,0.9905,0.2007,0.0287,0.0193,0.9949,0.9860,0.2049,0.1972
147,0.0242,0.9910,0.1987,0.0253,0.9905,0.2005,0.0287,0.0193,0.9949,0.9860,0.2049,0.1972
148,0.0281,0.9858,0.2000,0.0253,0.9901,0.2004,0.0287,0.0193,0.9949,0.9858,0.2049,0.1972
149,0.0273,0.9878,0.1987,0.0253,0.9897,0.2001,0.0287,0.0193,0.9949,0.9858,0.2049,0.1972
150,0.0257,0.9948,0.2006,0.0253,0.9899,0.2001,0.0287,0.0193,0.9949,0.9858,0.2049,0.1972
151,0.0273,0.9932,0.1986,0.0257,0.9902,0.1999,0.0287,0.0215,0.9949,0.9858,0.2049,0.1972
152,0.0244,0.9926,0.1978,0.0256,0.9904,0.1996,0.0287,0.0215,0.9949,0.9858,0.2049,0.1972
153,0.0213,0.9852,0.1989,0.0253,0.9899,0.1997,0.0287,0.0213,0.9948,0.9852,0.2049,0.1972
154,0.0248,0.9897,0.1987,0.0255,0.9898,0.1993,0.0287,0.0213,0.9948,0.9852,0.2037,0.1972
155,0.0252,0.9879,0.2006,0.0256,0.9898,0.1995,0.0287,0.0213,0.9948,0.9852,0.2037,0.1972
156,0.0247,0.9894,0.1979,0.0255,0.9899,0.1992,0.0287,0.0213,0.9948,0.9852,0.2022,0.1972
157,0.0217,0.9902,0.1964,0.0253,0.9900,0.1992,0.0287,0.0213,0.9948,0.9852,0.2022,0.1964
158,0.0269,0.9875,0.2022,0.0254,0.9897,0.1991,0.0287,0.0213,0.9948,0.9852,0.2022,0.1964
159,0.0267,0.9882,0.1999,0.0254,0.9897,0.1992,0.0287,0.0213,0.9948,0.9852,0.2022,0.1964
160,0.0268,0.9875,0.2011,0.0253,0.9895,0.1992,0.0281,0.0213,0.9948,0.9852,0.2022,0.1964
161,0.0269,0.9884,0.1977,0.0253,0.9896,0.1991,0.0281,0.0213,0.9948,0.9852,0.2022,0.1964
162,0.0291,0.9893,0.1981,0.0254,0.9896,0.1990,0.0291,0.0213,0.9948,0.9852,0.2022,0.1964
163,0.0262,0.9916,0.1997,0.0256,0.9895,0.1991,0.0291,0.0213,0.9948,0.9852,0.2022,0.1964
164,0.0245,0.9927,0.2009,0.0256,0.9896,0.1992,0.0291,0.0213,0.9948,0.9852,0.2022,0.1964
165,0.0275,0.9822,0.2008,0.0257,0.9891,0.1992,0.0291,0.0213,0.9948,0.9822,0.2022,0.1964
166,0.0278,0.9873,0.1984,0.0259,0.9891,0.1993,0.0291,0.0213,0.9948,0.9822,0.2022,0.1964
167,0.0250,0.9939,0.1965,0.0259,0.9893,0.1992,0.0291,0.0213,0.9948,0.9822,0.2022,0.1964
168,0.0278,0.9857,0.2031,0.0259,0.9893,0.1993,0.0291,0.0213,0.9948,0.9822,0.2031,0.1964
169,0.0274,0.9902,0.1989,0.0259,0.9894,0.1993,0.0291,0.0213,0.9948,0.9822,0.2031,0.1964
170,0.0289,0.9871,0.2003,0.0260,0.9890,0.1993,0.0291,0.0213,0.9939,0.9822,0.2031,0.1964
171,0.0256,0.9916,0.2028,0.0260,0.9889,0.1995,0.0291,0.0213,0.9939,0.9822,0.2031,0.1964
172,0.0287,0.9893,0.2023,0.0262,0.9887,0.1998,0.0291,0.0213,0.9939,0.9822,0.2031,0.1964
173,0.0252,0.9904,0.1995,0.0264,0.9890,0.1998,0.0291,0.0217,0.9939,0.9822,0.2031,0.1964
174,0.0240,0.9882,0.1982,0.0263,0.9889,0.1998,0.0291,0.0217,0.9939,0.9822,0.2031,0.1964
175,0.0253,0.9874,0.1972,0.0263,0.9889,0.1996,0.0291,0.0217,0.9939,0.9822,0.2031,0.1964
176,0.0277,0.9922,0.2009,0.0265,0.9890,0.1997,0.0291,0.0217,0.9939,0.9822,0.2031,0.1964
177,0.0257,0.9864,0.2005,0.0267,0.9889,0.1999,0.0291,0.0240,0.9939,0.9822,0.2031,0.1965
178,0.0278,0.9913,0.2016,0.0267,0.9890,0.1999,0.0291,0.0240,0.9939,0.9822,0.2031,0.1965
179,0.0223,0.9913,0.1998,0.0265,0.9892,0.1999,0.0291,0.0223,0.9939,0.9822,0.2031,0.1965
180,0.0274,0.9922,0.2014,0.0265,0.9894,0.1999,0.0291,0.0223,0.9939,0.9822,0.2031,0.1965
181,0.0266,0.9928,0.2000,0.0265,0.9897,0.2000,0.0291,0.0223,0.9939,0.9822,0.2031,0.1965
182,0.0270,0.9890,0.2048,0.0264,0.9896,0.2004,0.0289,0.0223,0.9939,0.9822,0.2048,0.1965
183,0.0244,0.9886,0.1997,0.0263,0.9895,0.2004,0.0289,0.0223,0.9939,0.9822,0.2048,0.1965
184,0.0275,0.9882,0.1982,0.0265,0.9893,0.2002,0.0289,0.0223,0.9939,0.9822,0.2048,0.1965
185,0.0267,0.9880,0.2015,0.0264,0.9896,0.2003,0.0289,0.0223,0.9939,0.9857,0.2048,0.1965
186,0.0230,0.9927,0.1999,0.0262,0.9898,0.2004,0.0289,0.0223,0.9939,0.9857,0.2048,0.1965
187,0.0222,0.9932,0.2037,0.0261,0.9898,0.2007,0.0289,0.0222,0.9932,0.9857,0.2048,0.1972
188,0.0286,0.9935,0.1947,0.0261,0.9902,0.2003,0.0289,0.0222,0.9935,0.9864,0.2048,0.1947
189,0.0261,0.9875,0.1981,0.0260,0.9900,0.2003,0.0289,0.0222,0.9935,0.9864,0.2048,0.1947
190,0.0244,0.9908,0.1973,0.0258,0.9902,0.2001,0.0287,0.0222,0.9935,0.9864,0.2048,0.1947
191,0.0248,0.9857,0.2028,0.0258,0.9899,0.2001,0.0287,0.0222,0.9935,0.9857,0.2048,0.1947
192,0.0241,0.9957,0.1971,0.0255,0.9903,0.1998,0.0286,0.0222,0.9957,0.9857,0.2048,0.1947
193,0.0241,0.9888,0.1951,0.0255,0.9902,0.1996,0.0286,0.0222,0.9957,0.9857,0.2048,0.1947
194,0.0250,0.9907,0.1993,0.0255,0.9903,0.1997,0.0286,0.0222,0.9957,0.9857,0.2048,0.1947
195,0.0251,0.9922,0.1973,0.0255,0.9905,0.1997,0.0286,0.0222,0.9957,0.9857,0.2048,0.1947
196,0.0283,0.9821,0.2025,0.0256,0.9900,0.1998,0.0286,0.0222,0.9957,0.9821,0.2048,0.1947
197,0.0257,0.9902,0.2014,0.0256,0.9902,0.1998,0.0286,0.0222,0.9957,0.9821,0.2048,0.1947
198,0.0242,0.9868,0.2025,0.0254,0.9900,0.1999,0.0286,0.0222,0.9957,0.9821,0.2048,0.1947
199,0.0261,0.9919,0.1955,0.0256,0.9900,0.1996,0.0286,0.0222,0.9957,0.9821,0.2048,0.1947
200,0.0269,0.9885,0.1975,0.0255,0.9898,0.1994,0.0286,0.0222,0.9957,0.9821,0.2048,0.1947
