t,x,y,z,x avg,y avg,z avg,x max,x min,y max,y min,z max,z min
47,-1.1885,1.4735,0.2927,,,,,,,,,
48,-1.3612,0.9796,0.2955,,,,,,,,,
49,-1.0403,0.8761,0.8098,,,,,,,,,
50,-0.8990,0.9454,0.9874,,,,,,,,,
51,-0.7687,0.8773,1.0789,,,,,,,,,
52,-0.4514,0.9529,1.1311,,,,,,,,,
53,-0.2935,0.8783,1.1184,,,,,,,,,
54,-0.3043,0.6059,1.1825,,,,,,,,,
55,-0.3225,0.6191,1.2190,,,,,,,,,
56,-0.3626,0.8866,1.2699,,,,,,,,,
57,-0.3242,1.1520,1.2086,,,,,,,,,
58,-0.1752,1.1915,1.1110,,,,,,,,,
59,0.0560,0.9175,0.9954,,,,,,,,,
60,0.2160,0.6869,0.9905,,,,,,,,,
61,0.4339,0.5793,0.9965,,,,,,,,,
62,0.8064,0.6135,1.0836,,,,,,,,,
63,0.9550,0.3567,0.7891,,,,,,,,,
64,1.0033,0.3553,0.6596,,,,,,,,,
65,1.0133,0.2992,0.4935,,,,,,,,,
66,1.0211,0.2563,0.4189,,,,,,,,,
67,0.9943,0.2976,0.4257,,,,,,,,,
68,0.9105,0.4222,0.4935,,,,,,,,,
69,0.8839,0.4660,0.4998,,,,,,,,,
70,0.7633,0.6026,0.5191,,,,,,,,,
71,0.7588,0.6285,0.3881,,,,,,,,,
72,0.7629,0.6561,0.2575,,,,,,,,,
73,0.7812,0.7001,0.1127,,,,,,,,,
74,0.8390,0.8304,0.0041,,,,,,,,,
75,0.9902,1.1091,-0.0816,,,,,,,,,
76,1.1975,1.5629,-0.2354,,,,,,,,,
77,1.1869,1.5028,-0.2020,,,,,,,,,
78,1.1410,1.6785,-0.0320,,,,,,,,,
79,1.1030,1.7236,0.0091,,,,,,,,,
80,1.0980,1.7347,0.0073,,,,,,,,,
81,1.0054,1.7234,0.0390,,,,,,,,,
82,0.7773,1.6368,0.0927,,,,,,,,,
83,0.5819,1.5354,0.0698,,,,,,,,,
84,0.3314,1.3755,0.0447,,,,,,,,,
85,0.2231,1.3294,0.0606,,,,,,,,,
86,0.1907,1.3332,0.0333,,,,,,,,,
87,0.0700,1.2284,0.0707,,,,,,,,,
88,0.0347,1.2555,0.1165,,,,,,,,,
89,-0.0682,0.9921,0.1439,,,,,,,,,
90,-0.1680,1.1097,0.2354,,,,,,,,,
91,-0.2358,1.1864,0.2598,,,,,,,,,
92,-0.3214,1.2022,0.2550,,,,,,,,,
93,-0.4154,1.2555,0.2359,,,,,,,,,
94,-0.4698,1.2255,0.1966,,,,,,,,,
95,-0.4765,1.2210,0.1890,,,,,,,,,
96,-0.5461,1.1852,0.1779,,,,,,,,,
97,-0.5810,1.1952,0.1749,,,,,,,,,
98,-0.6064,1.3150,0.2431,,,,,,,,,
99,-0.6745,1.4833,0.3355,,,,,,,,,
100,-0.7453,1.3272,0.3200,,,,,,,,,
101,-0.7493,1.1176,0.3198,0.2284,1.0126,0.3722,1.3725,-1.3612,1.7635,0.2546,1.2699,-0.5864
102,-0.6758,1.0052,0.5282,0.2225,1.0123,0.3788,1.3725,-1.3612,1.7635,0.2546,1.2699,-0.5864
103,-0.5985,1.1409,0.7378,0.2181,1.0122,0.3869,1.3725,-1.3612,1.7635,0.2546,1.2699,-0.5864
104,-0.5206,0.7876,0.9579,0.2157,1.0080,0.3959,1.3725,-1.3612,1.7635,0.2546,1.2699,-0.5864
105,-0.4328,0.8340,1.1907,0.2152,1.0047,0.4067,1.3725,-1.3612,1.7635,0.2546,1.2699,-0.5864
106,-0.4041,0.6665,1.2409,0.2163,1.0008,0.4163,1.3725,-1.3612,1.7635,0.2546,1.2699,-0.5864
107,-0.3138,0.6264,1.2217,0.2196,0.9964,0.4237,1.3725,-1.3612,1.7635,0.2546,1.2699,-0.5864
108,-0.2829,0.6290,1.2164,0.2230,0.9930,0.4282,1.3725,-1.3612,1.7635,0.2546,1.2699,-0.5864
109,-0.1489,0.7392,1.1907,0.2262,0.9919,0.4307,1.3725,-1.3612,1.7635,0.2546,1.2699,-0.5864
110,-0.1329,0.6638,1.1371,0.2285,0.9907,0.4318,1.3725,-1.3612,1.7635,0.2546,1.2699,-0.5864
111,-0.1524,0.5707,1.0765,0.2294,0.9888,0.4313,1.3725,-1.3612,1.7635,0.2546,1.2699,-0.5864
112,-0.1464,0.3757,0.9645,0.2286,0.9859,0.4292,1.3725,-1.3612,1.7635,0.2546,1.2699,-0.5864
113,-0.0228,0.4143,0.8934,0.2280,0.9839,0.4263,1.3725,-1.3612,1.7635,0.2546,1.2699,-0.5864
114,0.0782,0.4635,0.8721,0.2276,0.9832,0.4237,1.3725,-1.3612,1.7635,0.2546,1.2699,-0.5864
115,0.3532,0.5814,0.8564,0.2291,0.9844,0.4219,1.3725,-1.3612,1.7635,0.2546,1.2699,-0.5864
116,0.6589,0.6045,0.9429,0.2331,0.9860,0.4215,1.3725,-1.3612,1.7635,0.2546,1.2699,-0.5864
117,0.9810,0.6295,1.0371,0.2389,0.9872,0.4224,1.3725,-1.3612,1.7635,0.2546,1.2699,-0.5864
118,1.2476,0.5987,0.9974,0.2449,0.9878,0.4232,1.3725,-1.3612,1.7635,0.2546,1.2699,-0.5864
119,1.3439,0.5667,0.8600,0.2509,0.9888,0.4231,1.3725,-1.3612,1.7635,0.2546,1.2699,-0.5864
120,1.3521,0.5699,0.8464,0.2560,0.9909,0.4236,1.3725,-1.3612,1.7635,0.2546,1.2699,-0.5864
121,1.3616,0.5738,0.8192,0.2607,0.9938,0.4242,1.3725,-1.3612,1.7635,0.2546,1.2699,-0.5864
122,1.3806,0.5843,0.7532,0.2651,0.9971,0.4245,1.3806,-1.3612,1.7635,0.2563,1.2699,-0.5864
123,1.3882,0.5757,0.6865,0.2685,0.9995,0.4245,1.3882,-1.3612,1.7635,0.2563,1.2699,-0.5864
124,1.3423,0.6900,0.6070,0.2708,1.0020,0.4238,1.3882,-1.3612,1.7635,0.2563,1.2699,-0.5864
125,1.3170,0.7773,0.6290,0.2723,1.0027,0.4237,1.3882,-1.3612,1.7635,0.2563,1.2699,-0.5864
126,1.2053,0.9322,0.6446,0.2730,1.0060,0.4250,1.3882,-1.3612,1.7635,0.2563,1.2699,-0.5864
127,1.1476,0.8801,0.5196,0.2724,1.0099,0.4290,1.3882,-1.3612,1.7635,0.2563,1.2699,-0.5864
128,1.1368,0.9016,0.3988,0.2706,1.0101,0.4350,1.3882,-1.3612,1.7635,0.2563,1.2699,-0.5864
129,1.1347,1.0009,0.3182,0.2683,1.0055,0.4441,1.3882,-1.3612,1.7635,0.2563,1.2699,-0.5793
130,1.1259,1.0908,0.2955,0.2664,1.0001,0.4527,1.3882,-1.3612,1.7635,0.2563,1.2699,-0.5793
131,1.0491,1.3075,0.1975,0.2648,0.9955,0.4604,1.3882,-1.3612,1.7347,0.2563,1.2699,-0.5531
132,1.1491,1.3908,0.1065,0.2652,0.9930,0.4670,1.3882,-1.3612,1.7347,0.2563,1.2699,-0.4809
133,1.2612,1.6133,-0.0131,0.2676,0.9938,0.4717,1.3882,-1.3612,1.7347,0.2563,1.2699,-0.4411
134,0.8572,1.6366,0.0654,0.2666,0.9955,0.4768,1.3882,-1.3612,1.7347,0.2563,1.2699,-0.3300
135,0.5917,1.5327,0.0707,0.2640,0.9965,0.4808,1.3882,-1.3612,1.7347,0.2563,1.2699,-0.2354
136,0.4879,1.5401,0.0644,0.2625,0.9979,0.4834,1.3882,-1.3612,1.7347,0.2563,1.2699,-0.2354
137,0.2724,1.5186,0.0493,0.2609,0.9989,0.4853,1.3882,-1.3612,1.7347,0.2563,1.2699,-0.2354
138,0.1879,1.3858,-0.0469,0.2593,0.9983,0.4860,1.3882,-1.3612,1.7347,0.2563,1.2699,-0.2354
139,0.1677,1.3180,-0.1136,0.2595,0.9971,0.4866,1.3882,-1.3612,1.7347,0.2563,1.2699,-0.2354
140,0.1060,1.1981,-0.1326,0.2593,0.9945,0.4871,1.3882,-1.3612,1.7347,0.2563,1.2699,-0.2354
141,-0.0200,0.9581,-0.1323,0.2584,0.9893,0.4878,1.3882,-1.3612,1.7347,0.2563,1.2699,-0.2354
142,-0.3181,0.9448,0.0759,0.2594,0.9848,0.4901,1.3882,-1.3612,1.7347,0.2563,1.2699,-0.2354
143,-0.3719,0.9989,0.0991,0.2608,0.9837,0.4925,1.3882,-1.3612,1.7347,0.2563,1.2699,-0.2354
144,-0.3986,1.0447,0.0816,0.2638,0.9829,0.4920,1.3882,-1.3612,1.7347,0.2563,1.2699,-0.2354
145,-0.4767,1.1401,-0.0231,0.2680,0.9811,0.4894,1.3882,-1.3612,1.7347,0.2563,1.2699,-0.2354
146,-0.5202,1.1245,-0.0850,0.2733,0.9778,0.4862,1.3882,-1.3612,1.7347,0.2563,1.2699,-0.2354
147,-0.5345,1.0889,-0.1003,0.2798,0.9739,0.4822,1.3882,-1.3612,1.7347,0.2563,1.2699,-0.2354
148,-0.5830,0.7770,-0.2479,0.2876,0.9719,0.4768,1.3882,-1.0403,1.7347,0.2563,1.2699,-0.2479
149,-0.6363,0.7748,-0.1929,0.2916,0.9709,0.4668,1.3882,-0.8990,1.7347,0.2563,1.2699,-0.2479
150,-0.6097,1.0800,-0.1054,0.2945,0.9722,0.4558,1.3882,-0.7687,1.7347,0.2563,1.2699,-0.2479
151,-0.7246,1.1681,-0.0749,0.2950,0.9752,0.4443,1.3882,-0.7493,1.7347,0.2563,1.2699,-0.2479
152,-0.7463,1.1309,-0.0820,0.2920,0.9769,0.4322,1.3882,-0.7493,1.7347,0.2563,1.2699,-0.2479
153,-0.7534,1.0745,-0.0899,0.2874,0.9789,0.4201,1.3882,-0.7534,1.7347,0.2563,1.2699,-0.2479
154,-0.8017,0.8486,0.0543,0.2825,0.9813,0.4088,1.3882,-0.8017,1.7347,0.2563,1.2699,-0.2479
155,-0.7851,0.9958,0.3997,0.2778,0.9851,0.4006,1.3882,-0.8017,1.7347,0.2563,1.2699,-0.2479
156,-0.6931,1.0436,0.5245,0.2745,0.9867,0.3932,1.3882,-0.8017,1.7347,0.2563,1.2409,-0.2479
157,-0.6089,1.1159,0.8368,0.2717,0.9863,0.3894,1.3882,-0.8017,1.7347,0.2563,1.2409,-0.2479
158,-0.6275,1.0944,1.0181,0.2672,0.9853,0.3885,1.3882,-0.8017,1.7347,0.2563,1.2409,-0.2479
159,-0.5954,0.9113,1.1558,0.2606,0.9853,0.3901,1.3882,-0.8017,1.7347,0.2563,1.2409,-0.2479
160,-0.5946,0.8976,1.1704,0.2525,0.9874,0.3919,1.3882,-0.8017,1.7347,0.2563,1.2409,-0.2479
161,-0.5897,0.8828,1.1835,0.2423,0.9904,0.3938,1.3882,-0.8017,1.7347,0.2563,1.2409,-0.2479
162,-0.4083,0.8104,1.1815,0.2302,0.9924,0.3948,1.3882,-0.8017,1.7347,0.2563,1.2409,-0.2479
163,-0.2731,0.8970,1.2431,0.2179,0.9978,0.3993,1.3882,-0.8017,1.7347,0.2563,1.2431,-0.2479
164,-0.3623,0.7707,1.3050,0.2042,1.0019,0.4058,1.3882,-0.8017,1.7347,0.2563,1.3050,-0.2479
165,-0.3219,0.6682,1.2457,0.1909,1.0056,0.4133,1.3882,-0.8017,1.7347,0.2563,1.3050,-0.2479
166,-0.1489,0.6775,1.1541,0.1792,1.0098,0.4206,1.3882,-0.8017,1.7347,0.2976,1.3050,-0.2479
167,0.1508,0.7200,1.1135,0.1707,1.0141,0.4275,1.3882,-0.8017,1.7347,0.3757,1.3050,-0.2479
168,0.5555,0.6876,1.2224,0.1672,1.0167,0.4348,1.3882,-0.8017,1.7347,0.3757,1.3050,-0.2479
169,0.5720,0.4879,0.8059,0.1641,1.0169,0.4379,1.3882,-0.8017,1.7347,0.3757,1.3050,-0.2479
170,0.6172,0.5179,0.6979,0.1626,1.0161,0.4396,1.3882,-0.8017,1.7347,0.3757,1.3050,-0.2479
171,0.6455,0.5635,0.6909,0.1615,1.0154,0.4427,1.3882,-0.8017,1.7347,0.3757,1.3050,-0.2479
172,0.6900,0.6368,0.6876,0.1607,1.0152,0.4470,1.3882,-0.8017,1.7347,0.3757,1.3050,-0.2479
173,0.7893,0.7193,0.6932,0.1608,1.0154,0.4528,1.3882,-0.8017,1.7347,0.3757,1.3050,-0.2479
174,0.9241,0.6808,0.6737,0.1617,1.0139,0.4595,1.3882,-0.8017,1.7347,0.3757,1.3050,-0.2479
175,0.9783,0.6105,0.6457,0.1616,1.0090,0.4667,1.3882,-0.8017,1.7347,0.3757,1.3050,-0.2479
176,0.9990,0.5609,0.6268,0.1596,0.9989,0.4754,1.3882,-0.8017,1.7347,0.3757,1.3050,-0.2479
177,1.0370,0.4944,0.6085,0.1581,0.9888,0.4835,1.3882,-0.8017,1.7347,0.3757,1.3050,-0.2479
178,1.0620,0.4787,0.5855,0.1573,0.9768,0.4896,1.3882,-0.8017,1.7347,0.3757,1.3050,-0.2479
179,1.1152,0.5449,0.5313,0.1574,0.9651,0.4949,1.3882,-0.8017,1.7347,0.3757,1.3050,-0.2479
180,1.1249,0.8371,0.6069,0.1577,0.9561,0.5009,1.3882,-0.8017,1.7234,0.3757,1.3050,-0.2479
181,1.0913,0.9799,0.4358,0.1585,0.9487,0.5048,1.3882,-0.8017,1.6368,0.3757,1.3050,-0.2479
182,1.0835,1.0243,0.2542,0.1616,0.9425,0.5064,1.3882,-0.8017,1.6366,0.3757,1.3050,-0.2479
183,1.0775,1.1168,0.0366,0.1665,0.9383,0.5061,1.3882,-0.8017,1.6366,0.3757,1.3050,-0.2479
184,1.0547,1.5857,0.0009,0.1738,0.9404,0.5057,1.3882,-0.8017,1.6366,0.3757,1.3050,-0.2479
185,0.8121,1.4976,-0.0103,0.1797,0.9421,0.5050,1.3882,-0.8017,1.6366,0.3757,1.3050,-0.2479
186,0.7418,1.4619,-0.0893,0.1852,0.9434,0.5037,1.3882,-0.8017,1.6366,0.3757,1.3050,-0.2479
187,0.7065,1.5547,-0.1419,0.1915,0.9467,0.5016,1.3882,-0.8017,1.6366,0.3757,1.3050,-0.2479
188,0.6589,1.5872,-0.1658,0.1978,0.9500,0.4988,1.3882,-0.8017,1.6366,0.3757,1.3050,-0.2479
189,0.6089,1.5185,-0.1926,0.2046,0.9553,0.4954,1.3882,-0.8017,1.6366,0.3757,1.3050,-0.2479
190,0.5311,1.4055,-0.1634,0.2115,0.9582,0.4914,1.3882,-0.8017,1.6366,0.3757,1.3050,-0.2479
191,0.4961,1.3551,-0.1571,0.2189,0.9599,0.4873,1.3882,-0.8017,1.6366,0.3757,1.3050,-0.2479
192,0.4314,1.2438,-0.1441,0.2264,0.9603,0.4833,1.3882,-0.8017,1.6366,0.3757,1.3050,-0.2479
193,0.4118,1.2454,-0.1226,0.2347,0.9602,0.4797,1.3882,-0.8017,1.6366,0.3757,1.3050,-0.2479
194,0.3311,1.1941,-0.0678,0.2427,0.9599,0.4771,1.3882,-0.8017,1.6366,0.3757,1.3050,-0.2479
195,0.2110,1.1491,0.0601,0.2496,0.9592,0.4758,1.3882,-0.8017,1.6366,0.3757,1.3050,-0.2479
196,0.1278,1.0815,0.1278,0.2563,0.9581,0.4753,1.3882,-0.8017,1.6366,0.3757,1.3050,-0.2479
197,0.1124,1.0702,0.1357,0.2632,0.9569,0.4749,1.3882,-0.8017,1.6366,0.3757,1.3050,-0.2479
198,0.0739,1.0208,0.1520,0.2700,0.9540,0.4740,1.3882,-0.8017,1.6366,0.3757,1.3050,-0.2479
199,0.0151,1.0004,0.1726,0.2769,0.9491,0.4723,1.3882,-0.8017,1.6366,0.3757,1.3050,-0.2479
200,-0.0099,0.9934,0.1834,0.2843,0.9458,0.4710,1.3882,-0.8017,1.6366,0.3757,1.3050,-0.2479
