0.2093,-0.7998,-0.3507,0,0,0,0
0.4139,0.4677,-0.6174,0,0,0,0
0.2316,1.5257,-1.2205,0,0,0,0
0.0751,0.6434,-1.7126,0,0,0,0
1.5146,1.4608,0.9465,0,0,0,0
1.784,2.0034,1.361,0,0,0,0
1.3692,1.946,1.386,0,0,0,0
1.2174,1.8101,1.341,0,0,0,0
-0.4239,0.4433,0.6881,0,0,0,0
-1.5124,0.2283,0.3724,0,0,0,0
-1.9177,1.2794,0.4149,0,0,0,0
-1.9241,1.4939,0.3938,0,0,0,0
-1.9732,0.8562,0.0601,0,0,0,0
-1.8561,0.9839,0.1496,0,0,0,0
-1.7455,0.2744,0.0897,0,0,0,0
-0.8768,0.312,0.4995,0,0,0,0
-0.555,0.4016,0.5873,0,0,0,0
-0.4986,0.4055,0.5974,0,0,0,0
-0.4345,0.406,0.6214,0,0,0,0
-0.2885,0.4001,0.6445,0,0,0,0
0.144,0.1398,0.4903,0,0,0,0
1.1044,-0.0505,-0.0623,0,0,0,0
1.105,0.2894,-0.4509,0,0,0,0
-0.159,1.7514,-1.3487,0,0,0,0
-0.906,1.5453,-1.4619,0,0,0,0
0.6228,0.5677,0.1148,0,0,0,0
-0.1174,-0.0099,0.5307,0,0,0,0
-1.7739,-0.6018,-0.4731,0,0,0,0
-2.6411,0.0118,-0.6115,0,0,0,0
-2.6362,0.7726,-0.4718,0,0,0,0
-2.1037,1.5592,-0.1713,0,0,0,0
-1.0112,0.9602,-0.1085,0,0,0,0
-0.5453,-0.1519,-0.2366,0,0,0,0
-0.4096,-0.4129,0.1216,0,0,0,0
-0.0468,-0.3505,0.5298,0,0,0,0
0.1439,0.086,0.7966,0,0,0,0
0.4843,0.9152,1.1028,0,0,0,0
1.1111,1.8722,1.1399,0,0,0,0
1.46,0.6318,0.6052,0,0,0,0
1.1458,1.104,0.1927,0,0,0,0
-1.0457,0.7709,-1.756,0,0,0,0
-0.7718,-0.8636,-1.8577,0,0,0,0
0.5782,-0.5528,-0.4199,0,0,0,0
1.2652,0.9712,0.911,0,0,0,0
0.7319,0.5909,0.7297,0,0,0,0
-0.0811,0.0226,0.2573,0,0,0,0
-1.6972,0.0129,-0.1394,0,0,0,0
-2.8237,0.4504,-0.1573,0,0,0,0
-3.0601,1.0624,-0.0631,0,0,0,0
-2.8376,1.4787,-0.0527,0,0,0,0
-2.605,1.5221,-0.0141,0,0,0,0
-2.0416,1.4085,-0.135,0,0,0,0
-1.0118,0.5178,-0.1024,0,0,0,0
-0.5562,-0.3835,-0.053,0,0,0,0
-0.0772,-0.1956,0.4908,0,0,0,0
0.3515,0.4636,0.9087,0,0,0,0
0.9105,1.385,1.2934,0,0,0,0
0.9655,1.471,1.3069,0,0,0,0
1.019,1.5567,1.3207,0,0,0,0
