      34,   0.040713,   0.354697,  -0.962400
      51,   0.034975,   0.355796,  -0.964720
      67,   0.034121,   0.356894,  -0.969481
      83,   0.034975,   0.357993,  -0.968626
      99,   0.034365,   0.357016,  -0.967894
     117,   0.033754,   0.356284,  -0.972288
     133,   0.033877,   0.356772,  -0.974974
     151,   0.034853,   0.353476,  -0.966917
     167,   0.036806,   0.347983,  -0.969114
     182,   0.035342,   0.342367,  -0.971434
     201,   0.037295,   0.356650,  -0.965086
     217,   0.033632,   0.365806,  -0.962278
     234,   0.038638,   0.365196,  -0.965086
     249,   0.036074,   0.370323,  -0.959470
     267,   0.034853,   0.368492,  -0.963255
     282,   0.038516,   0.373375,  -0.963987
     300,   0.034609,   0.372276,  -0.956418
     316,   0.033754,   0.379112,  -0.952268
     333,   0.038638,   0.366172,  -0.957273
     351,   0.035097,   0.360801,  -0.961423
     368,   0.034609,   0.304279,  -0.984252
     383,   0.036318,   0.332235,  -0.978148
     400,   0.024965,   0.345053,  -0.962522
     417,   0.027895,   0.357016,  -0.973143
     434,   0.032167,   0.351157,  -0.967527
     450,   0.035586,   0.374107,  -0.950925
     468,   0.038516,   0.394616,  -0.950436
     483,   0.034365,   0.342123,  -0.967283
     503,   0.034487,   0.341146,  -0.974486
     518,   0.032778,   0.347616,  -0.969359
     533,   0.036684,   0.341268,  -0.977904
     550,   0.035342,   0.347128,  -0.966184
     567,   0.037783,   0.372276,  -0.958616
     582,   0.033877,   0.378990,  -0.958005
     600,   0.034243,   0.364463,  -0.963499
     616,   0.036929,   0.353476,  -0.968138
     634,   0.038027,   0.351279,  -0.970213
     650,   0.033754,   0.354087,  -0.960081
     667,   0.032656,   0.363731,  -0.966551
     684,   0.038516,   0.368614,  -0.963255
     701,   0.030458,   0.366172,  -0.964842
     719,   0.033877,   0.360068,  -0.963010
     735,   0.031435,   0.363731,  -0.961301
     750,   0.033754,   0.358481,  -0.965940
     767,   0.037417,   0.361899,  -0.963499
     783,   0.036929,   0.368614,  -0.956784
     801,   0.039492,   0.378868,  -0.959714
     816,   0.036074,   0.360679,  -0.964475
     834,   0.033388,   0.351767,  -0.970213
     850,   0.038393,   0.352499,  -0.969359
     868,   0.031679,   0.367149,  -0.961790
     884,   0.036806,   0.375572,  -0.961057
     901,   0.038638,   0.377648,  -0.959348
     916,   0.038027,   0.373741,  -0.958860
     934,   0.033877,   0.368003,  -0.961423
     951,   0.031313,   0.366172,  -0.964842
     968,   0.033388,   0.351767,  -0.967161
     984,   0.034487,   0.355063,  -0.968992
    1001,   0.033877,   0.358726,  -0.966795
    1018,   0.034121,   0.356528,  -0.967161
    1035,   0.036440,   0.357383,  -0.965330
    1051,   0.037539,   0.353476,  -0.967527
    1067,   0.034853,   0.351401,  -0.963255
    1084,   0.036318,   0.350546,  -0.969603
    1100,   0.036318,   0.358726,  -0.962644
    1118,   0.035219,   0.380089,  -0.956540
    1133,   0.034487,   0.360557,  -0.965452
    1151,   0.033999,   0.353842,  -0.968626
    1168,   0.037051,   0.355551,  -0.967283
    1183,   0.035464,   0.354697,  -0.967161
    1201,   0.036684,   0.361167,  -0.963621
    1216,   0.036684,   0.353354,  -0.969236
    1234,   0.035464,   0.359580,  -0.965574
    1250,   0.033632,   0.359336,  -0.964597
    1267,   0.034731,   0.381676,  -0.961912
    1283,   0.035342,   0.381432,  -0.955686
    1298,   0.032900,   0.362266,  -0.964353
    1319,   0.035342,   0.352499,  -0.970823
    1334,   0.032045,   0.358726,  -0.967283
    1352,   0.033510,   0.350424,  -0.967649
    1367,   0.036929,   0.380211,  -0.960447
    1384,   0.034609,   0.377037,  -0.962766
    1401,   0.035342,   0.360801,  -0.963499
    1416,   0.035097,   0.356650,  -0.970213
    1435,   0.038638,   0.352377,  -0.968016
    1451,   0.039126,   0.357383,  -0.965452
    1467,   0.036318,   0.359702,  -0.964964
    1485,   0.037783,   0.362144,  -0.965818
    1502,   0.036684,   0.380089,  -0.954221
    1518,   0.035219,   0.377281,  -0.960569
    1536,   0.035708,   0.369346,  -0.963010
    1553,   0.037295,   0.366050,  -0.963010
    1568,   0.037783,   0.360435,  -0.964109
    1585,   0.037905,   0.359092,  -0.963865
    1602,   0.036196,   0.364341,  -0.963987
    1618,   0.035464,   0.360923,  -0.965818
    1635,   0.036196,   0.358359,  -0.963621
    1651,   0.036806,   0.361655,  -0.962888
    1668,   0.037661,   0.360435,  -0.966551
    1684,   0.036074,   0.367393,  -0.967405
    1702,   0.033999,   0.367515,  -0.967039
    1719,   0.033754,   0.367637,  -0.960691
    1735,   0.036806,   0.354697,  -0.969114
    1750,   0.032167,   0.360679,  -0.964475
    1768,   0.036074,   0.364463,  -0.961179
    1783,   0.035097,   0.365196,  -0.964231
    1802,   0.033144,   0.362876,  -0.964842
