      25,   0.036684,   0.990966,   0.203443
      41,   0.039248,   0.990478,   0.204419
      57,   0.038638,   0.989745,   0.202466
      76,   0.036440,   0.992187,   0.200269
      91,   0.036196,   0.990722,   0.199658
     108,   0.033632,   0.982299,   0.197217
     124,   0.031923,   0.983764,   0.196484
     141,   0.033388,   0.983397,   0.196240
     158,   0.032412,   0.985961,   0.195752
     174,   0.033999,   0.987426,   0.202588
     190,   0.032900,   0.986449,   0.195996
     208,   0.033022,   0.988158,   0.198071
     223,   0.038393,   0.986205,   0.203076
     241,   0.039370,   0.987914,   0.202954
     257,   0.034487,   0.987792,   0.200269
     275,   0.034975,   0.982421,   0.197583
     291,   0.033754,   0.983397,   0.197827
     307,   0.035464,   0.986571,   0.200635
     323,   0.034365,   0.988891,   0.200635
     342,   0.035464,   0.991455,   0.198193
     358,   0.033388,   0.988036,   0.198193
     376,   0.036929,   0.984374,   0.203198
     391,   0.033144,   0.986327,   0.201611
     409,   0.034121,   0.987304,   0.198926
     424,   0.035952,   0.987426,   0.197095
     441,   0.036440,   0.986938,   0.199292
     458,   0.033022,   0.986816,   0.199658
     473,   0.032534,   0.988158,   0.203931
     493,   0.038760,   0.986327,   0.197461
     507,   0.037417,   0.988525,   0.198926
     523,   0.036562,   0.986449,   0.203687
     544,   0.035586,   0.988647,   0.199902
     558,   0.035586,   0.986694,   0.197461
     577,   0.032412,   0.984374,   0.199536
     594,   0.039004,   0.990356,   0.204908
     609,   0.034365,   0.987060,   0.193798
     625,   0.035586,   0.989379,   0.199902
     642,   0.035219,   0.990356,   0.203443
     658,   0.035464,   0.988403,   0.202466
     677,   0.033144,   0.987670,   0.200269
     692,   0.034609,   0.991210,   0.197095
     711,   0.037905,   0.985595,   0.201978
     725,   0.035464,   0.991333,   0.200879
     744,   0.035586,   0.990600,   0.198315
     758,   0.037173,   0.984130,   0.199658
     777,   0.032900,   0.982421,   0.200879
     793,   0.038882,   0.992553,   0.198071
     808,   0.036196,   0.985961,   0.199658
     825,   0.031069,   0.984496,   0.195874
     842,   0.034731,   0.981078,   0.203565
     857,   0.035952,   0.985717,   0.201489
     877,   0.032900,   0.982787,   0.198804
     891,   0.036684,   0.987304,   0.197705
     909,   0.036929,   0.989623,   0.200024
     925,   0.034365,   0.988158,   0.204541
     943,   0.033022,   0.985717,   0.201123
     958,   0.032534,   0.987548,   0.199292
     976,   0.030947,   0.990600,   0.200269
     992,   0.034121,   0.985839,   0.196606
    1009,   0.037661,   0.989623,   0.199536
    1024,   0.032900,   0.984252,   0.197705
    1042,   0.034487,   0.987914,   0.197095
    1059,   0.037417,   0.988647,   0.198193
    1075,   0.035830,   0.987670,   0.199048
    1090,   0.033388,   0.988158,   0.197827
    1108,   0.032412,   0.989257,   0.199658
    1125,   0.032045,   0.988769,   0.201245
    1143,   0.034487,   0.981322,   0.200635
    1158,   0.038638,   0.985229,   0.197949
    1175,   0.037173,   0.987548,   0.199170
    1191,   0.038027,   0.984008,   0.201245
    1209,   0.035219,   0.985717,   0.197217
    1226,   0.038760,   0.991210,   0.197095
    1242,   0.033877,   0.987304,   0.196850
    1258,   0.030214,   0.986571,   0.202710
    1275,   0.033877,   0.988281,   0.199414
    1291,   0.036074,   0.984984,   0.195508
    1308,   0.037539,   0.986694,   0.197949
    1325,   0.037173,   0.979979,   0.196850
    1345,   0.039004,   0.988403,   0.202954
    1358,   0.035219,   0.985595,   0.198804
    1378,   0.032778,   0.986816,   0.202100
    1392,   0.034365,   0.984984,   0.202100
    1411,   0.034731,   0.981322,   0.201978
    1426,   0.033510,   0.984496,   0.199292
    1445,   0.037905,   0.988647,   0.200391
    1458,   0.037051,   0.985717,   0.197827
    1476,   0.033022,   0.986205,   0.198315
    1492,   0.034121,   0.984252,   0.196850
    1511,   0.035952,   0.989013,   0.198437
    1528,   0.035586,   0.993896,   0.200635
    1542,   0.034853,   0.987304,   0.199536
    1559,   0.037661,   0.987304,   0.202344
    1577,   0.005066,   1.190930,   0.232497
    1592,   0.047549,   0.991577,   0.175243
    1609,   0.031435,   0.996948,   0.181957
    1626,   0.039370,   0.981933,   0.207959
    1642,   0.031923,   0.956418,   0.181957
    1658,   0.029360,   1.029054,   0.196362
    1676,   0.033999,   0.966307,   0.197827
    1691,   0.029970,   1.014039,   0.188549
    1711,   0.040469,   0.973997,   0.200513
    1726,   0.038760,   0.994506,   0.202588
    1742,   0.036318,   0.991455,   0.193066
    1758,   0.034487,   0.998413,   0.208204
    1776,   0.036074,   0.979857,   0.206617
    1793,   0.033144,   0.997070,   0.190624
    1810,   0.032290,   0.977416,   0.201489
    1825,   0.038638,   0.988525,   0.198560
    1842,   0.036929,   0.985229,   0.194897
    1858,   0.034975,   0.989135,   0.206617
    1876,   0.031923,   0.987548,   0.199902
    1891,   0.031069,   0.991333,   0.193554
    1909,   0.033510,   0.988647,   0.195508
    1925,   0.031923,   0.987548,   0.198437
    1945,   0.038149,   0.979491,   0.202222
    1959,   0.036196,   0.986083,   0.194653
    1976,   0.032900,   0.986938,   0.198804
    1993,   0.036196,   0.985961,   0.203321
    2011,   0.042056,   0.971190,   0.195508
    2026,   0.036562,   0.980101,   0.193066
    2043,   0.035830,   0.981933,   0.198193
    2059,   0.047305,   0.991943,   0.198071
    2076,   0.029482,   0.984008,   0.193432
    2094,   0.031801,   0.985473,   0.195752
    2110,   0.033877,   0.988158,   0.193554
    2125,   0.034243,   0.992187,   0.193676
    2143,   0.037539,   0.985351,   0.206861
    2158,   0.039370,   0.988891,   0.205396
    2177,   0.035708,   0.986327,   0.199658
    2195,   0.035219,   0.988158,   0.202222
    2212,   0.036318,   0.985595,   0.201001
    2225,   0.038149,   0.986205,   0.202222
    2245,   0.036318,   0.984984,   0.200024
    2262,   0.035952,   0.987182,   0.197461
    2278,   0.034487,   0.989745,   0.201123
