x,y,z,x avg,y avg,z avg,x max,x min,y max,y min,z max,z min
-2.6362,0.7726,-0.4718,-0.1318,0.0386,0.0386,0.0000,0.0000,0.7726,0.0000,0.7726,0.0000
-2.1037,1.5592,-0.1713,-0.1052,0.0780,0.0780,0.0000,-2.1037,1.5592,0.0000,1.5592,-0.1713
-1.0112,0.9602,-0.1085,-0.0506,0.0480,0.0480,0.0000,0.0000,0.9602,0.0000,0.9602,0.0000
-0.5453,-0.1519,-0.2366,-0.0273,-0.0076,-0.0076,0.0000,-0.5453,0.0000,-0.1519,0.0000,-0.2366
-0.4096,-0.4129,0.1216,-0.0205,-0.0206,-0.0206,0.1216,0.0000,0.1216,-0.4129,0.1216,0.0000
-0.0468,-0.3505,0.5298,-0.0023,-0.0175,-0.0175,0.5298,-0.0468,0.5298,0.0000,0.5298,0.0000
0.1439,0.0860,0.7966,0.0072,0.0043,0.0043,0.7966,0.0000,0.7966,0.0000,0.7966,0.0000
0.4843,0.9152,1.1028,0.0242,0.0458,0.0458,1.1028,0.0000,1.1028,0.0000,1.1028,0.0000
1.1111,1.8722,1.1399,0.0556,0.0936,0.0936,1.1399,0.0000,1.8722,0.0000,1.8722,0.0000
1.4600,0.6318,0.6052,0.0730,0.0316,0.0316,1.4600,0.0000,1.4600,0.0000,1.4600,0.0000
1.1458,1.1040,0.1927,0.0573,0.0552,0.0552,1.1458,0.0000,1.1458,0.0000,1.1458,0.0000
-1.0457,0.7709,-1.7560,-0.0523,0.0385,0.0385,0.0000,-1.0457,0.7709,0.0000,0.7709,-1.7560
-0.7718,-0.8636,-1.8577,-0.0386,-0.0432,-0.0432,0.0000,0.0000,0.0000,-0.8636,0.0000,-1.8577
0.5782,-0.5528,-0.4199,0.0289,-0.0276,-0.0276,0.5782,0.0000,0.5782,0.0000,0.5782,0.0000
1.2652,0.9712,0.9110,0.0633,0.0486,0.0486,1.2652,0.0000,1.2652,0.0000,1.2652,0.0000
0.7319,0.5909,0.7297,0.0366,0.0295,0.0295,0.7319,0.0000,0.7319,0.0000,0.7319,0.0000
-0.0811,0.0226,0.2573,-0.0041,0.0011,0.0011,0.2573,-0.0811,0.2573,0.0000,0.2573,0.0000
-1.6972,0.0129,-0.1394,-0.0849,0.0006,0.0006,0.0000,-1.6972,0.0129,0.0000,0.0129,-0.1394
-2.8237,0.4504,-0.1573,-0.1412,0.0225,0.0225,0.0000,-2.8237,0.4504,0.0000,0.4504,-0.1573
-3.0601,1.0624,-0.0631,-0.1530,0.0531,0.0531,0.0000,-3.0601,1.0624,0.0000,1.0624,0.0000
-2.8376,1.4787,-0.0527,-0.1419,0.0739,0.0739,0.0000,0.0000,1.4787,0.0000,1.4787,-0.0527
-2.6050,1.5221,-0.0141,-0.1302,0.0761,0.0761,0.0000,-2.6050,1.5221,0.0000,1.5221,0.0000
-2.0416,1.4085,-0.1350,-0.1021,0.0704,0.0704,0.0000,0.0000,1.4085,0.0000,1.4085,-0.1350
-1.0118,0.5178,-0.1024,-0.0506,0.0259,0.0259,0.0000,-1.0118,0.5178,0.0000,0.5178,0.0000
-0.5562,-0.3835,-0.0530,-0.0278,-0.0192,-0.0192,0.0000,0.0000,0.0000,-0.3835,0.0000,-0.0530
-0.0772,-0.1956,0.4908,-0.0039,-0.0098,-0.0098,0.4908,-0.0772,0.4908,0.0000,0.4908,0.0000
0.3515,0.4636,0.9087,0.0176,0.0232,0.0232,0.9087,0.0000,0.9087,0.0000,0.9087,0.0000
0.9105,1.3850,1.2934,0.0455,0.0693,0.0693,1.2934,0.0000,1.3850,0.0000,1.3850,0.0000
0.9655,1.4710,1.3069,0.0483,0.0735,0.0735,1.3069,0.0000,1.4710,0.0000,1.4710,0.0000
1.0190,1.5567,1.3207,0.0510,0.0778,0.0778,1.3207,0.0000,1.5567,0.0000,1.5567,0.0000
1.2830,1.8836,1.3511,0.0641,0.0942,0.0942,1.3511,0.0000,1.8836,0.0000,1.8836,0.0000
1.6739,0.6970,0.8600,0.0837,0.0349,0.0349,1.6739,0.0000,1.6739,0.0000,1.6739,0.0000
0.3237,0.8559,0.0999,0.0162,0.0428,0.0428,0.3237,0.0000,0.8559,0.0000,0.8559,0.0000
-2.2380,1.3345,-2.0407,-0.1119,0.0667,0.0667,0.0000,-2.2380,1.3345,0.0000,1.3345,-2.0407
-1.7544,-0.5439,-2.8380,-0.0877,-0.0272,-0.0272,0.0000,0.0000,0.0000,-0.5439,0.0000,-2.8380
-0.1954,-0.9180,-1.4716,-0.0098,-0.0459,-0.0459,0.0000,-0.1954,0.0000,-0.9180,0.0000,0.0000
0.1691,0.5294,0.3646,0.0085,0.0265,0.0265,0.3646,0.0000,0.5294,0.0000,0.5294,0.0000
-1.8310,0.0380,-0.3481,-0.0915,0.0019,0.0019,0.0000,-1.8310,0.0380,0.0000,0.0380,-0.3481
-2.7159,0.0087,-0.7455,-0.1358,0.0004,0.0004,0.0000,-2.7159,0.0087,0.0000,0.0087,-0.7455
-3.1841,0.2005,-0.7372,-0.1592,0.0100,0.0100,0.0000,-3.1841,0.2005,0.0000,0.2005,0.0000
-3.1206,0.6778,-0.5898,-0.1560,0.0339,0.0339,0.0000,0.0000,0.6778,0.0000,0.6778,-0.5898
-2.7088,0.9371,-0.1407,-0.1354,0.0469,0.0469,0.0000,-2.7088,0.9371,0.0000,0.9371,0.0000
-0.8544,1.5233,0.3664,-0.0427,0.0762,0.0762,0.3664,0.0000,1.5233,0.0000,1.5233,0.0000
-0.5290,0.5538,0.4355,-0.0265,0.0277,0.0277,0.4355,-0.5290,0.5538,0.0000,0.5538,0.0000
0.0948,0.7998,0.7860,0.0047,0.0400,0.0400,0.7860,0.0000,0.7998,0.0000,0.7998,0.0000
0.8006,1.2024,1.0455,0.0400,0.0601,0.0601,1.0455,0.0000,1.2024,0.0000,1.2024,0.0000
1.7751,2.1402,1.4960,0.0888,0.1070,0.1070,1.7751,0.0000,2.1402,0.0000,2.1402,0.0000
1.7566,2.0974,1.4757,0.0878,0.1049,0.1049,1.7566,0.0000,2.0974,0.0000,2.0974,0.0000
1.4242,1.4198,1.2671,0.0712,0.0710,0.0710,1.4242,0.0000,1.4242,0.0000,1.4242,0.0000
-0.4804,0.3907,-0.0620,-0.0240,0.0195,0.0195,0.0000,-0.4804,0.3907,0.0000,0.3907,-0.0620
-1.8371,-0.2127,-1.5723,-0.0919,-0.0106,-0.0106,0.0000,-1.8371,0.0000,-0.2127,0.0000,-1.5723
-1.5668,-0.4541,-2.2332,-0.0783,-0.0227,-0.0227,0.0000,0.0000,0.0000,-0.4541,0.0000,-2.2332
-0.5003,-0.8376,-1.7094,-0.0250,-0.0419,-0.0419,0.0000,-0.5003,0.0000,-0.8376,0.0000,0.0000
0.5801,0.7356,0.1317,0.0290,0.0368,0.0368,0.5801,0.0000,0.7356,0.0000,0.7356,0.0000
-1.3380,0.8028,-0.2486,-0.0669,0.0401,0.0401,0.0000,-1.3380,0.8028,0.0000,0.8028,-0.2486
-1.7519,0.8756,-0.3027,-0.0876,0.0438,0.0438,0.0000,-1.7519,0.8756,0.0000,0.8756,-0.3027
-2.3048,0.9448,-0.5139,-0.1152,0.0472,0.0472,0.0000,-2.3048,0.9448,0.0000,0.9448,-0.5139
-3.1238,0.7909,-0.5167,-0.1562,0.0395,0.0395,0.0000,-3.1238,0.7909,0.0000,0.7909,-0.5167
-3.2055,1.1650,-0.3584,-0.1603,0.0583,0.0583,0.0000,-3.2055,1.1650,0.0000,1.1650,0.0000
-2.9078,1.0259,-0.5979,-0.1454,0.0513,0.0513,0.0000,0.0000,1.0259,0.0000,1.0259,-0.5979
-2.2786,1.5772,-0.1856,-0.1139,0.0789,0.0789,0.0000,-2.2786,1.5772,0.0000,1.5772,0.0000
-1.8548,1.9285,0.1351,-0.0927,0.0964,0.0964,0.1351,0.0000,1.9285,0.0000,1.9285,0.0000
-1.5319,1.9865,0.2294,-0.0766,0.0993,0.0993,0.2294,-1.5319,1.9865,0.0000,1.9865,0.0000
-1.0911,1.3415,0.3370,-0.0546,0.0671,0.0671,0.3370,0.0000,1.3415,0.0000,1.3415,0.0000
-0.5630,1.0249,0.5329,-0.0281,0.0512,0.0512,0.5329,-0.5630,1.0249,0.0000,1.0249,0.0000
0.1702,1.2007,0.6831,0.0085,0.0600,0.0600,0.6831,0.0000,1.2007,0.0000,1.2007,0.0000
1.0969,0.7420,0.7372,0.0548,0.0371,0.0371,1.0969,0.0000,1.0969,0.0000,1.0969,0.0000
1.6272,-0.7220,0.4983,0.0814,-0.0361,-0.0361,1.6272,0.0000,1.6272,-0.7220,1.6272,0.0000
1.7035,-0.9418,0.3662,0.0852,-0.0471,-0.0471,1.7035,0.0000,1.7035,-0.9418,1.7035,0.0000
1.7000,-0.9907,0.3617,0.0850,-0.0495,-0.0495,1.7000,0.0000,1.7000,-0.9907,1.7000,0.0000
0.9978,-0.8130,0.1081,0.0499,-0.0406,-0.0406,0.9978,0.0000,0.9978,0.0000,0.9978,0.0000
-2.2197,1.6552,-1.4593,-0.1110,0.0828,0.0828,0.0000,-2.2197,1.6552,0.0000,1.6552,-1.4593
-1.3212,-1.4571,-2.3132,-0.0661,-0.0729,-0.0729,0.0000,0.0000,0.0000,-1.4571,0.0000,-2.3132
-0.1043,-1.8428,-1.0698,-0.0052,-0.0921,-0.0921,0.0000,-0.1043,0.0000,-1.8428,0.0000,0.0000
0.8721,0.6107,0.5202,0.0436,0.0305,0.0305,0.8721,0.0000,0.8721,0.0000,0.8721,0.0000
0.5061,1.0518,0.5936,0.0253,0.0526,0.0526,0.5936,0.0000,1.0518,0.0000,1.0518,0.0000
-2.9792,1.4677,-1.0750,-0.1490,0.0734,0.0734,0.0000,-2.9792,1.4677,0.0000,1.4677,-1.0750
-3.4319,0.9233,-0.5841,-0.1716,0.0462,0.0462,0.0000,-3.4319,0.9233,0.0000,0.9233,0.0000
-3.1940,1.1069,-0.6273,-0.1597,0.0553,0.0553,0.0000,0.0000,1.1069,0.0000,1.1069,-0.6273
-3.0811,1.3235,-0.7853,-0.1541,0.0662,0.0662,0.0000,-3.0811,1.3235,0.0000,1.3235,-0.7853
-2.7439,1.6058,-0.1639,-0.1372,0.0803,0.0803,0.0000,0.0000,1.6058,0.0000,1.6058,0.0000
-1.7237,2.4273,0.3523,-0.0862,0.1214,0.1214,0.3523,-1.7237,2.4273,0.0000,2.4273,0.0000
-1.4496,1.1179,0.1713,-0.0725,0.0559,0.0559,0.1713,0.0000,1.1179,0.0000,1.1179,0.0000
-1.3772,0.8794,0.1605,-0.0689,0.0440,0.0440,0.1605,-1.3772,0.8794,0.0000,0.8794,0.0000
-1.1764,0.8384,0.1312,-0.0588,0.0419,0.0419,0.1312,0.0000,0.8384,0.0000,0.8384,0.0000
-0.5543,0.8982,0.1588,-0.0277,0.0449,0.0449,0.1588,-0.5543,0.8982,0.0000,0.8982,0.0000
-0.1110,0.8312,0.2867,-0.0056,0.0416,0.0416,0.2867,0.0000,0.8312,0.0000,0.8312,0.0000
0.8435,-0.3584,0.1993,0.0422,-0.0179,-0.0179,0.8435,0.0000,0.8435,-0.3584,0.8435,0.0000
-0.1136,0.3352,-0.4790,-0.0057,0.0168,0.0168,0.0000,-0.1136,0.3352,0.0000,0.3352,-0.4790
-1.8417,0.5178,-1.5031,-0.0921,0.0259,0.0259,0.0000,-1.8417,0.5178,0.0000,0.5178,-1.5031
-1.1834,-1.5389,-2.1418,-0.0592,-0.0769,-0.0769,0.0000,0.0000,0.0000,-1.5389,0.0000,-2.1418
0.2478,0.4613,0.4029,0.0124,0.0231,0.0231,0.4029,0.0000,0.4613,0.0000,0.4613,0.0000
-1.1737,1.1929,0.4260,-0.0587,0.0596,0.0596,0.4260,-1.1737,1.1929,0.0000,1.1929,0.0000
-3.0325,1.3881,-0.6101,-0.1516,0.0694,0.0694,0.0000,-3.0325,1.3881,0.0000,1.3881,-0.6101
-3.9766,1.4080,-0.5175,-0.1988,0.0704,0.0704,0.0000,-3.9766,1.4080,0.0000,1.4080,0.0000
-2.9305,1.5812,-0.2757,-0.1465,0.0791,0.0791,0.0000,0.0000,1.5812,0.0000,1.5812,-0.2757
-1.7316,2.1050,0.4776,-0.0866,0.1053,0.1053,0.4776,-1.7316,2.1050,0.0000,2.1050,0.0000
-1.1835,1.4490,0.4477,-0.0592,0.0725,0.0725,0.4477,0.0000,1.4490,0.0000,1.4490,0.0000
-0.7925,1.0067,0.4559,-0.0396,0.0503,0.0503,0.4559,-0.7925,1.0067,0.0000,1.0067,0.0000
-0.7696,1.0983,0.4266,-0.0385,0.0549,0.0549,0.4266,0.0000,1.0983,0.0000,1.0983,0.0000
-0.6550,1.1283,0.1868,-0.0328,0.0564,0.0564,0.1868,-0.6550,1.1283,0.0000,1.1283,0.0000
-0.4443,1.0056,0.0381,-0.0222,0.0503,0.0503,0.0381,0.0000,1.0056,0.0000,1.0056,0.0000
0.0703,0.4760,0.0935,0.0035,0.0238,0.0238,0.0935,0.0000,0.4760,0.0000,0.4760,0.0000
0.4146,0.1607,0.1203,0.0207,0.0080,0.0080,0.4146,0.0000,0.4146,0.0000,0.4146,0.0000
0.7429,-0.7590,-0.0405,0.0371,-0.0380,-0.0380,0.7429,0.0000,0.7429,-0.7590,0.7429,-0.0405
0.7402,-1.0283,-0.1369,0.0370,-0.0514,-0.0514,0.7402,0.0000,0.7402,-1.0283,0.7402,-0.1369
-0.5567,-0.5523,-0.7967,-0.0278,-0.0276,-0.0276,0.0000,-0.5567,0.0000,0.0000,0.0000,-0.7967
-1.2262,-0.1802,-1.0125,-0.0613,-0.0090,-0.0090,0.0000,-1.2262,0.0000,-0.1802,0.0000,-1.0125
-1.3598,-0.0628,-1.0586,-0.0680,-0.0031,-0.0031,0.0000,-1.3598,0.0000,0.0000,0.0000,-1.0586
-1.7530,-1.4556,-1.5644,-0.0876,-0.0728,-0.0728,0.0000,-1.7530,0.0000,-1.4556,0.0000,-1.5644
-1.2191,-2.1325,-1.0753,-0.0610,-0.1066,-0.1066,0.0000,0.0000,0.0000,-2.1325,0.0000,0.0000
-0.4029,0.1918,0.4802,-0.0201,0.0096,0.0096,0.4802,-0.4029,0.4802,0.0000,0.4802,0.0000
-1.3247,1.7879,1.1820,-0.0662,0.0894,0.0894,1.1820,-1.3247,1.7879,0.0000,1.7879,0.0000
-2.3551,1.3035,0.4527,-0.1178,0.0652,0.0652,0.4527,-2.3551,1.3035,0.0000,1.3035,0.0000
-4.0002,0.9904,-0.4460,-0.2000,0.0495,0.0495,0.0000,-4.0002,0.9904,0.0000,0.9904,-0.4460
-4.0002,1.6842,-0.6491,-0.2000,0.0842,0.0842,0.0000,0.0000,1.6842,0.0000,1.6842,-0.6491
-4.0002,1.9874,-0.6032,-0.2000,0.0994,0.0994,0.0000,-4.0002,1.9874,0.0000,1.9874,0.0000
-2.1651,1.5473,0.5023,-0.1083,0.0774,0.0774,0.5023,0.0000,1.5473,0.0000,1.5473,0.0000
-2.0914,1.5309,0.3219,-0.1046,0.0765,0.0765,0.3219,-2.0914,1.5309,0.0000,1.5309,0.0000
-1.2240,0.8915,0.0744,-0.0612,0.0446,0.0446,0.0744,0.0000,0.8915,0.0000,0.8915,0.0000
0.0790,0.1914,0.4415,0.0040,0.0096,0.0096,0.4415,0.0000,0.4415,0.0000,0.4415,0.0000
0.9828,-0.6523,0.3991,0.0491,-0.0326,-0.0326,0.9828,0.0000,0.9828,-0.6523,0.9828,0.0000
1.5644,-1.3861,0.1639,0.0782,-0.0693,-0.0693,1.5644,0.0000,1.5644,-1.3861,1.5644,0.0000
0.1391,-0.9353,-0.4062,0.0070,-0.0468,-0.0468,0.1391,0.0000,0.1391,0.0000,0.1391,-0.4062
-0.9344,-3.2439,-1.5115,-0.0467,-0.1622,-0.1622,0.0000,-0.9344,0.0000,-3.2439,0.0000,-1.5115
-1.1720,-1.4022,-0.2132,-0.0586,-0.0701,-0.0701,0.0000,-1.1720,0.0000,0.0000,0.0000,0.0000
-1.8409,0.7773,0.6571,-0.0920,0.0389,0.0389,0.6571,-1.8409,0.7773,0.0000,0.7773,0.0000
-2.7174,1.2864,0.3442,-0.1359,0.0643,0.0643,0.3442,-2.7174,1.2864,0.0000,1.2864,0.0000
-3.1465,1.3844,0.0103,-0.1573,0.0692,0.0692,0.0103,-3.1465,1.3844,0.0000,1.3844,0.0000
-3.9672,1.2399,-1.0641,-0.1984,0.0620,0.0620,0.0000,-3.9672,1.2399,0.0000,1.2399,-1.0641
-3.9672,1.2308,-1.3717,-0.1984,0.0615,0.0615,0.0000,0.0000,1.2308,0.0000,1.2308,-1.3717
-4.0002,0.7971,-0.7628,-0.2000,0.0399,0.0399,0.0000,-4.0002,0.7971,0.0000,0.7971,0.0000
-4.0002,0.3935,-1.0283,-0.2000,0.0197,0.0197,0.0000,0.0000,0.3935,0.0000,0.3935,-1.0283
-3.6136,1.7377,0.0294,-0.1807,0.0869,0.0869,0.0294,-3.6136,1.7377,0.0000,1.7377,0.0000
-3.0081,1.7984,0.2126,-0.1504,0.0899,0.0899,0.2126,0.0000,1.7984,0.0000,1.7984,0.0000
-1.9820,0.9797,0.3314,-0.0991,0.0490,0.0490,0.3314,-1.9820,0.9797,0.0000,0.9797,0.0000
-1.4077,0.9738,0.3825,-0.0704,0.0487,0.0487,0.3825,0.0000,0.9738,0.0000,0.9738,0.0000
-0.8707,0.6271,0.1584,-0.0435,0.0314,0.0314,0.1584,-0.8707,0.6271,0.0000,0.6271,0.0000
0.2812,0.5641,0.1551,0.0141,0.0282,0.0282,0.2812,0.0000,0.5641,0.0000,0.5641,0.0000
1.5628,-0.6334,0.4580,0.0781,-0.0317,-0.0317,1.5628,0.0000,1.5628,-0.6334,1.5628,0.0000
-1.5138,-1.1721,-1.2903,-0.0757,-0.0586,-0.0586,0.0000,-1.5138,0.0000,-1.1721,0.0000,-1.2903
-0.7943,-2.4880,-2.0455,-0.0397,-0.1244,-0.1244,0.0000,0.0000,0.0000,-2.4880,0.0000,-2.0455
-0.1960,0.0688,0.1207,-0.0098,0.0034,0.0034,0.1207,-0.1960,0.1207,0.0000,0.1207,0.0000
-1.5656,0.5117,-0.4111,-0.0783,0.0256,0.0256,0.0000,-1.5656,0.5117,0.0000,0.5117,-0.4111
-2.2972,0.3991,-0.7273,-0.1149,0.0200,0.0200,0.0000,-2.2972,0.3991,0.0000,0.3991,-0.7273
-3.2146,1.0829,-0.8632,-0.1607,0.0541,0.0541,0.0000,-3.2146,1.0829,0.0000,1.0829,-0.8632
-3.3589,1.1627,-0.9073,-0.1679,0.0581,0.0581,0.0000,-3.3589,1.1627,0.0000,1.1627,-0.9073
-2.2243,1.8935,-0.3603,-0.1112,0.0947,0.0947,0.0000,0.0000,1.8935,0.0000,1.8935,0.0000
-2.1662,1.8661,-0.1892,-0.1083,0.0933,0.0933,0.0000,-2.1662,1.8661,0.0000,1.8661,-0.1892
-2.0419,1.8990,-0.0418,-0.1021,0.0949,0.0949,0.0000,0.0000,1.8990,0.0000,1.8990,0.0000
-1.0553,2.3088,0.5965,-0.0528,0.1154,0.1154,0.5965,-1.0553,2.3088,0.0000,2.3088,0.0000
-0.6533,1.5989,0.3462,-0.0327,0.0799,0.0799,0.3462,0.0000,1.5989,0.0000,1.5989,0.0000
-0.1481,2.2628,0.1558,-0.0074,0.1131,0.1131,0.1558,-0.1481,2.2628,0.0000,2.2628,0.0000
0.0185,1.9455,0.1066,0.0009,0.0973,0.0973,0.1066,0.0000,1.9455,0.0000,1.9455,0.0000
0.3713,1.2992,0.2943,0.0186,0.0650,0.0650,0.3713,0.0000,1.2992,0.0000,1.2992,0.0000
0.6172,0.1495,0.1281,0.0309,0.0075,0.0075,0.6172,0.0000,0.6172,0.0000,0.6172,0.0000
0.1655,-0.7075,0.0755,0.0083,-0.0354,-0.0354,0.1655,0.0000,0.1655,-0.7075,0.1655,0.0000
-0.1781,-1.0353,-1.1869,-0.0089,-0.0518,-0.0518,0.0000,-0.1781,0.0000,-1.0353,0.0000,-1.1869
-0.2404,-1.2179,-0.2828,-0.0120,-0.0609,-0.0609,0.0000,-0.2404,0.0000,-1.2179,0.0000,0.0000
-1.9544,0.0479,-0.1026,-0.0977,0.0024,0.0024,0.0000,-1.9544,0.0479,0.0000,0.0479,-0.1026
-2.2236,0.1690,-0.2688,-0.1112,0.0085,0.0085,0.0000,-2.2236,0.1690,0.0000,0.1690,-0.2688
-2.9009,0.8380,-0.3055,-0.1450,0.0419,0.0419,0.0000,-2.9009,0.8380,0.0000,0.8380,-0.3055
-3.1411,1.1428,-0.3892,-0.1571,0.0571,0.0571,0.0000,-3.1411,1.1428,0.0000,1.1428,-0.3892
-3.4716,1.8038,-0.5465,-0.1736,0.0902,0.0902,0.0000,-3.4716,1.8038,0.0000,1.8038,-0.5465
-1.9286,2.4471,0.3521,-0.0964,0.1224,0.1224,0.3521,0.0000,2.4471,0.0000,2.4471,0.0000
-1.4981,1.1552,0.3348,-0.0749,0.0578,0.0578,0.3348,-1.4981,1.1552,0.0000,1.1552,0.0000
-1.3904,1.1222,0.3123,-0.0695,0.0561,0.0561,0.3123,0.0000,1.1222,0.0000,1.1222,0.0000
-1.0503,1.3306,0.2558,-0.0525,0.0665,0.0665,0.2558,-1.0503,1.3306,0.0000,1.3306,0.0000
-0.4483,1.3578,0.2010,-0.0224,0.0679,0.0679,0.2010,0.0000,1.3578,0.0000,1.3578,0.0000
0.7867,0.4235,0.3411,0.0393,0.0212,0.0212,0.7867,0.0000,0.7867,0.0000,0.7867,0.0000
0.5797,-0.1182,0.0502,0.0290,-0.0059,-0.0059,0.5797,0.0000,0.5797,-0.1182,0.5797,0.0000
-0.9767,0.4492,-0.7130,-0.0488,0.0225,0.0225,0.0000,-0.9767,0.4492,0.0000,0.4492,-0.7130
-0.6557,-1.1826,-1.7028,-0.0328,-0.0591,-0.0591,0.0000,0.0000,0.0000,-1.1826,0.0000,-1.7028
-0.0165,-0.8591,-0.5782,-0.0008,-0.0430,-0.0430,0.0000,-0.0165,0.0000,0.0000,0.0000,0.0000
-0.1667,-0.3724,-0.2008,-0.0083,-0.0186,-0.0186,0.0000,-0.1667,0.0000,-0.3724,0.0000,-0.2008
-1.1376,0.5177,-0.2432,-0.0569,0.0259,0.0259,0.0000,-1.1376,0.5177,0.0000,0.5177,-0.2432
-1.4274,0.8865,-0.2700,-0.0714,0.0443,0.0443,0.0000,-1.4274,0.8865,0.0000,0.8865,-0.2700
-1.6597,1.2274,-0.3349,-0.0830,0.0614,0.0614,0.0000,-1.6597,1.2274,0.0000,1.2274,-0.3349
-1.8720,1.5099,-0.2658,-0.0936,0.0755,0.0755,0.0000,-1.8720,1.5099,0.0000,1.5099,0.0000
-1.8191,1.3980,-0.3107,-0.0910,0.0699,0.0699,0.0000,0.0000,1.3980,0.0000,1.3980,-0.3107
-1.7544,1.3595,-0.2359,-0.0877,0.0680,0.0680,0.0000,-1.7544,1.3595,0.0000,1.3595,0.0000
-1.4654,1.6504,-0.0859,-0.0733,0.0825,0.0825,0.0000,0.0000,1.6504,0.0000,1.6504,-0.0859
-0.7639,2.0444,0.2148,-0.0382,0.1022,0.1022,0.2148,-0.7639,2.0444,0.0000,2.0444,0.0000
-0.8752,1.6768,0.1035,-0.0438,0.0838,0.0838,0.1035,-0.8752,1.6768,0.0000,1.6768,0.0000
-0.8002,1.2691,-0.1265,-0.0400,0.0635,0.0635,0.0000,0.0000,1.2691,0.0000,1.2691,-0.1265
-0.5769,0.8920,-0.3613,-0.0288,0.0446,0.0446,0.0000,-0.5769,0.8920,0.0000,0.8920,-0.3613
-0.0754,0.5477,-0.4517,-0.0038,0.0274,0.0274,0.0000,0.0000,0.5477,0.0000,0.5477,-0.4517
0.1367,0.4268,-0.3276,0.0068,0.0213,0.0213,0.1367,0.0000,0.4268,0.0000,0.4268,0.0000
-0.1440,0.7414,-0.3816,-0.0072,0.0371,0.0371,0.0000,-0.1440,0.7414,0.0000,0.7414,-0.3816
