0.1975,-2.3338,-0.5656,0,0,0,0
-1.1516,-1.4274,-1.0902,0,0,0,0
-1.3375,-2.7482,-1.6409,0,0,0,0
-1.1953,-2.8386,-1.7442,0,0,0,0
-0.6103,-1.0775,0.1948,0,0,0,0
-0.9939,0.2105,1.0665,0,0,0,0
-1.3817,0.2452,1.1122,0,0,0,0
-1.9704,0.0687,1.0398,0,0,0,0
-2.5466,-0.1258,0.8807,0,0,0,0
-4.0002,-0.4489,0.0853,0,0,0,0
-4.0002,-0.5197,-0.9894,0,0,0,0
-4.0002,2.5989,0.072,0,0,0,0
-2.8783,0.7662,0.8194,0,0,0,0
0.3177,-0.8428,0.3704,0,0,0,0
1.0902,-1.383,0.6002,0,0,0,0
0.7726,-2.9189,-0.3901,0,0,0,0
-0.7899,-0.2916,0.4774,0,0,0,0
-2.4167,1.3167,1.0537,0,0,0,0
-2.7533,1.1904,0.9502,0,0,0,0
-3.2815,0.836,0.6397,0,0,0,0
-3.9991,0.1215,0.0793,0,0,0,0
-4.0002,-0.1446,-0.2023,0,0,0,0
-4.0002,1.1445,-0.1821,0,0,0,0
-4.0002,2.7153,-0.001,0,0,0,0
-4.0002,2.7938,0.7994,0,0,0,0
-4.0002,1.7655,1.2006,0,0,0,0
-3.0979,-0.0457,1.032,0,0,0,0
-2.2945,-0.5371,0.9186,0,0,0,0
-1.4608,-1.0228,0.8182,0,0,0,0
1.2995,-2.8931,0.2109,0,0,0,0
-0.1459,-1.8588,-0.4265,0,0,0,0
-0.571,-1.4383,-0.6283,0,0,0,0
-0.6152,-2.3238,-0.2512,0,0,0,0
-0.2832,-1.2615,0.5979,0,0,0,0
-1.7598,0.1977,1.7565,0,0,0,0
-4.0001,-1.0889,-0.0078,0,0,0,0
-4.0002,-0.7274,-0.8426,0,0,0,0
-4.0002,0.0172,-0.92,0,0,0,0
-4.0002,1.153,-0.4026,0,0,0,0
-3.8395,1.3854,0.3618,0,0,0,0
-1.8909,0.2895,0.7057,0,0,0,0
-2.1133,0.5711,0.337,0,0,0,0
-2.0373,0.367,-0.1346,0,0,0,0
-1.9797,0.3007,-0.1401,0,0,0,0
-1.7446,-0.0278,-0.0945,0,0,0,0
0.1496,-1.6365,0.175,0,0,0,0
1.3772,-2.6444,0.0264,0,0,0,0
1.7588,-1.5345,-0.2738,0,0,0,0
0.7598,-0.0977,-0.1165,0,0,0,0
-1.119,-1.9556,-1.5812,0,0,0,0
0.0079,-1.2575,-0.6108,0,0,0,0
-2.5019,-0.6505,-0.0344,0,0,0,0
-3.8428,-0.9905,-0.5279,0,0,0,0
-4.0001,-0.5805,-0.8646,0,0,0,0
-4.0002,0.3806,-0.7986,0,0,0,0
