x,y,z,x avg,y avg,z avg,x max,x min,y max,y min,z max,z min
0.2251,0.4823,1.1381,0.0023,0.0048,0.0048,1.1381,0.0000,1.1381,0.0000,1.1381,0.0000
0.2752,0.5451,1.1179,0.0028,0.0055,0.0055,1.1179,0.0000,1.1179,0.0000,1.1179,0.0000
0.2755,0.5506,1.1198,0.0028,0.0055,0.0055,1.1198,0.0000,1.1198,0.0000,1.1198,0.0000
0.3061,0.5908,1.1315,0.0031,0.0059,0.0059,1.1315,0.0000,1.1315,0.0000,1.1315,0.0000
0.4579,0.6626,1.1273,0.0046,0.0066,0.0066,1.1273,0.0000,1.1273,0.0000,1.1273,0.0000
0.7692,0.5921,1.0221,0.0077,0.0059,0.0059,1.0221,0.0000,1.0221,0.0000,1.0221,0.0000
1.0974,0.5962,0.9642,0.0110,0.0060,0.0060,1.0974,0.0000,1.0974,0.0000,1.0974,0.0000
1.2614,0.6664,0.9714,0.0126,0.0067,0.0067,1.2614,0.0000,1.2614,0.0000,1.2614,0.0000
1.3054,0.6820,0.9827,0.0131,0.0068,0.0068,1.3054,0.0000,1.3054,0.0000,1.3054,0.0000
1.4126,0.6611,0.8140,0.0141,0.0066,0.0066,1.4126,0.0000,1.4126,0.0000,1.4126,0.0000
1.6352,0.7342,0.3648,0.0164,0.0073,0.0073,1.6352,0.0000,1.6352,0.0000,1.6352,0.0000
1.6940,0.8572,0.3013,0.0169,0.0086,0.0086,1.6940,0.0000,1.6940,0.0000,1.6940,0.0000
1.6897,0.9901,0.3013,0.0169,0.0099,0.0099,1.6897,0.0000,1.6897,0.0000,1.6897,0.0000
1.7280,1.0841,0.2415,0.0173,0.0108,0.0108,1.7280,0.0000,1.7280,0.0000,1.7280,0.0000
1.7571,1.2365,0.1928,0.0176,0.0124,0.0124,1.7571,0.0000,1.7571,0.0000,1.7571,0.0000
1.7381,1.2754,0.1802,0.0174,0.0128,0.0128,1.7381,0.0000,1.7381,0.0000,1.7381,0.0000
1.7292,1.3169,0.1415,0.0173,0.0132,0.0132,1.7292,0.0000,1.7292,0.0000,1.7292,0.0000
1.6834,1.5584,0.0192,0.0168,0.0156,0.0156,1.6834,0.0000,1.6834,0.0000,1.6834,0.0000
1.5523,1.5874,-0.0152,0.0155,0.0159,0.0159,1.5523,0.0000,1.5874,0.0000,1.5874,-0.0152
1.3014,1.7634,-0.0519,0.0130,0.0176,0.0176,1.3014,0.0000,1.7634,0.0000,1.7634,-0.0519
0.8309,1.5625,0.0626,0.0083,0.0156,0.0156,0.8309,0.0000,1.5625,0.0000,1.5625,0.0000
0.3471,1.2030,0.1794,0.0035,0.0120,0.0120,0.3471,0.0000,1.2030,0.0000,1.2030,0.0000
0.2280,1.1919,0.2251,0.0023,0.0119,0.0119,0.2280,0.0000,1.1919,0.0000,1.1919,0.0000
-0.1440,1.7171,0.3947,-0.0014,0.0172,0.0172,0.3947,-0.1440,1.7171,0.0000,1.7171,0.0000
-0.4992,1.6912,0.2424,-0.0050,0.0169,0.0169,0.2424,-0.4992,1.6912,0.0000,1.6912,0.0000
-0.8926,1.4538,0.0450,-0.0089,0.0145,0.0145,0.0450,-0.8926,1.4538,0.0000,1.4538,0.0000
-0.8998,1.6348,0.0747,-0.0090,0.0163,0.0163,0.0747,-0.8998,1.6348,0.0000,1.6348,0.0000
-0.8468,1.5852,0.0277,-0.0085,0.0159,0.0159,0.0277,0.0000,1.5852,0.0000,1.5852,0.0000
-0.8188,1.3836,-0.0477,-0.0082,0.0138,0.0138,0.0000,-0.8188,1.3836,0.0000,1.3836,-0.0477
-0.8174,1.1221,-0.0952,-0.0082,0.0112,0.0112,0.0000,0.0000,1.1221,0.0000,1.1221,-0.0952
-0.8483,0.9453,-0.0884,-0.0085,0.0095,0.0095,0.0000,-0.8483,0.9453,0.0000,0.9453,0.0000
-0.9337,0.8642,-0.0435,-0.0093,0.0086,0.0086,0.0000,-0.9337,0.8642,0.0000,0.8642,-0.0435
-1.0170,0.9369,0.0634,-0.0102,0.0094,0.0094,0.0634,-1.0170,0.9369,0.0000,0.9369,0.0000
-1.0419,0.8758,0.1534,-0.0104,0.0088,0.0088,0.1534,-1.0419,0.8758,0.0000,0.8758,0.0000
-1.0668,0.6399,0.2775,-0.0107,0.0064,0.0064,0.2775,-1.0668,0.6399,0.0000,0.6399,0.0000
-1.0658,0.4419,0.4329,-0.0107,0.0044,0.0044,0.4329,0.0000,0.4419,0.0000,0.4419,0.0000
-0.9459,0.5536,0.8000,-0.0095,0.0055,0.0055,0.8000,-0.9459,0.8000,0.0000,0.8000,0.0000
-1.0149,0.9786,1.2107,-0.0101,0.0098,0.0098,1.2107,-1.0149,1.2107,0.0000,1.2107,0.0000
-1.0596,0.9040,1.2783,-0.0106,0.0090,0.0090,1.2783,-1.0596,1.2783,0.0000,1.2783,0.0000
-1.0575,0.8479,1.3043,-0.0106,0.0085,0.0085,1.3043,0.0000,1.3043,0.0000,1.3043,0.0000
-1.0646,0.8032,1.3275,-0.0106,0.0080,0.0080,1.3275,-1.0646,1.3275,0.0000,1.3275,0.0000
-1.0314,0.6405,1.3783,-0.0103,0.0064,0.0064,1.3783,0.0000,1.3783,0.0000,1.3783,0.0000
-1.0060,0.6256,1.3944,-0.0101,0.0063,0.0063,1.3944,-1.0060,1.3944,0.0000,1.3944,0.0000
-0.9928,0.6208,1.4058,-0.0099,0.0062,0.0062,1.4058,0.0000,1.4058,0.0000,1.4058,0.0000
-0.8118,0.6274,1.5467,-0.0081,0.0063,0.0063,1.5467,-0.8118,1.5467,0.0000,1.5467,0.0000
-0.5116,0.7416,1.6381,-0.0051,0.0074,0.0074,1.6381,0.0000,1.6381,0.0000,1.6381,0.0000
-0.3930,0.8360,1.6023,-0.0039,0.0084,0.0084,1.6023,-0.3930,1.6023,0.0000,1.6023,0.0000
-0.3270,0.6445,1.4572,-0.0033,0.0064,0.0064,1.4572,0.0000,1.4572,0.0000,1.4572,0.0000
0.1463,0.4528,1.4157,0.0015,0.0045,0.0045,1.4157,0.0000,1.4157,0.0000,1.4157,0.0000
0.8584,0.4541,1.8345,0.0086,0.0045,0.0045,1.8345,0.0000,1.8345,0.0000,1.8345,0.0000
1.2853,0.5028,1.6871,0.0129,0.0050,0.0050,1.6871,0.0000,1.6871,0.0000,1.6871,0.0000
1.4803,0.4254,1.4021,0.0148,0.0043,0.0043,1.4803,0.0000,1.4803,0.0000,1.4803,0.0000
1.4745,0.3477,1.1752,0.0147,0.0035,0.0035,1.4745,0.0000,1.4745,0.0000,1.4745,0.0000
1.4197,0.2708,0.9941,0.0142,0.0027,0.0027,1.4197,0.0000,1.4197,0.0000,1.4197,0.0000
1.1704,0.2210,0.7297,0.0117,0.0022,0.0022,1.1704,0.0000,1.1704,0.0000,1.1704,0.0000
1.0153,0.3631,0.6661,0.0102,0.0036,0.0036,1.0153,0.0000,1.0153,0.0000,1.0153,0.0000
0.9458,0.7347,0.5174,0.0095,0.0073,0.0073,0.9458,0.0000,0.9458,0.0000,0.9458,0.0000
0.9958,0.9597,0.4697,0.0100,0.0096,0.0096,0.9958,0.0000,0.9958,0.0000,0.9958,0.0000
1.0648,1.2494,0.4588,0.0106,0.0125,0.0125,1.0648,0.0000,1.2494,0.0000,1.2494,0.0000
1.1329,1.3198,0.4117,0.0113,0.0132,0.0132,1.1329,0.0000,1.3198,0.0000,1.3198,0.0000
1.2008,1.3649,0.3518,0.0120,0.0136,0.0136,1.2008,0.0000,1.3649,0.0000,1.3649,0.0000
1.1626,1.3791,0.3118,0.0116,0.0138,0.0138,1.1626,0.0000,1.3791,0.0000,1.3791,0.0000
1.1502,1.3936,0.2353,0.0115,0.0139,0.0139,1.1502,0.0000,1.3936,0.0000,1.3936,0.0000
1.0656,1.4768,0.0412,0.0107,0.0148,0.0148,1.0656,0.0000,1.4768,0.0000,1.4768,0.0000
0.9888,1.5678,-0.0080,0.0099,0.0157,0.0157,0.9888,0.0000,1.5678,0.0000,1.5678,-0.0080
0.9789,1.5673,-0.0129,0.0098,0.0157,0.0157,0.9789,0.0000,1.5673,0.0000,1.5673,-0.0129
0.8437,1.4975,-0.0576,0.0084,0.0150,0.0150,0.8437,0.0000,1.4975,0.0000,1.4975,-0.0576
0.6811,1.4635,0.0124,0.0068,0.0146,0.0146,0.6811,0.0000,1.4635,0.0000,1.4635,0.0000
0.5464,1.4438,0.0193,0.0055,0.0144,0.0144,0.5464,0.0000,1.4438,0.0000,1.4438,0.0000
0.4608,1.4047,0.0294,0.0046,0.0140,0.0140,0.4608,0.0000,1.4047,0.0000,1.4047,0.0000
0.3552,1.3672,0.0198,0.0036,0.0137,0.0137,0.3552,0.0000,1.3672,0.0000,1.3672,0.0000
0.1621,1.3745,-0.0046,0.0016,0.0137,0.0137,0.1621,0.0000,1.3745,0.0000,1.3745,-0.0046
0.0419,1.4481,0.0085,0.0004,0.0145,0.0145,0.0419,0.0000,1.4481,0.0000,1.4481,0.0000
-0.0850,1.4911,0.0458,-0.0009,0.0149,0.0149,0.0458,-0.0850,1.4911,0.0000,1.4911,0.0000
-0.1434,1.3604,0.0646,-0.0014,0.0136,0.0136,0.0646,-0.1434,1.3604,0.0000,1.3604,0.0000
-0.1981,1.1727,0.0830,-0.0020,0.0117,0.0117,0.0830,-0.1981,1.1727,0.0000,1.1727,0.0000
-0.1993,1.0654,0.0790,-0.0020,0.0107,0.0107,0.0790,-0.1993,1.0654,0.0000,1.0654,0.0000
-0.2319,1.0745,0.0843,-0.0023,0.0107,0.0107,0.0843,-0.2319,1.0745,0.0000,1.0745,0.0000
-0.2248,1.3928,0.1804,-0.0022,0.0139,0.0139,0.1804,0.0000,1.3928,0.0000,1.3928,0.0000
-0.3067,1.3626,0.0784,-0.0031,0.0136,0.0136,0.0784,-0.3067,1.3626,0.0000,1.3626,0.0000
-0.3884,1.1309,0.0405,-0.0039,0.0113,0.0113,0.0405,-0.3884,1.1309,0.0000,1.1309,0.0000
-0.4058,0.9772,0.0250,-0.0041,0.0098,0.0098,0.0250,-0.4058,0.9772,0.0000,0.9772,0.0000
-0.4044,0.9482,0.0272,-0.0040,0.0095,0.0095,0.0272,0.0000,0.9482,0.0000,0.9482,0.0000
-0.4058,0.9217,0.0307,-0.0041,0.0092,0.0092,0.0307,-0.4058,0.9217,0.0000,0.9217,0.0000
-0.3792,0.8516,0.1413,-0.0038,0.0085,0.0085,0.1413,0.0000,0.8516,0.0000,0.8516,0.0000
-0.3437,1.1692,0.3125,-0.0034,0.0117,0.0117,0.3125,-0.3437,1.1692,0.0000,1.1692,0.0000
-0.3696,1.2598,0.3800,-0.0037,0.0126,0.0126,0.3800,-0.3696,1.2598,0.0000,1.2598,0.0000
-0.6219,0.9081,0.4304,-0.0062,0.0091,0.0091,0.4304,-0.6219,0.9081,0.0000,0.9081,0.0000
-0.7507,0.7312,0.4354,-0.0075,0.0073,0.0073,0.4354,-0.7507,0.7312,0.0000,0.7312,0.0000
-0.7801,0.7235,0.4475,-0.0078,0.0072,0.0072,0.4475,-0.7801,0.7235,0.0000,0.7235,0.0000
-0.8440,0.7809,0.5025,-0.0084,0.0078,0.0078,0.5025,-0.8440,0.7809,0.0000,0.7809,0.0000
-1.0211,1.3025,0.8745,-0.0102,0.0130,0.0130,0.8745,-1.0211,1.3025,0.0000,1.3025,0.0000
-1.1110,0.8630,1.2625,-0.0111,0.0086,0.0086,1.2625,-1.1110,1.2625,0.0000,1.2625,0.0000
-0.9686,0.8823,1.3958,-0.0097,0.0088,0.0088,1.3958,0.0000,1.3958,0.0000,1.3958,0.0000
-0.8914,1.0581,1.5476,-0.0089,0.0106,0.0106,1.5476,-0.8914,1.5476,0.0000,1.5476,0.0000
-0.7954,1.1635,1.6123,-0.0080,0.0116,0.0116,1.6123,0.0000,1.6123,0.0000,1.6123,0.0000
-0.7019,1.1837,1.5645,-0.0070,0.0118,0.0118,1.5645,-0.7019,1.5645,0.0000,1.5645,0.0000
-0.5105,0.7021,1.3776,-0.0051,0.0070,0.0070,1.3776,0.0000,1.3776,0.0000,1.3776,0.0000
-0.3389,0.5383,1.3251,-0.0034,0.0054,0.0054,1.3251,-0.3389,1.3251,0.0000,1.3251,0.0000
-0.1038,0.3957,1.2830,-0.0010,0.0040,0.0040,1.2830,0.0000,1.2830,0.0000,1.2830,0.0000
0.0602,0.2594,1.2387,0.0006,0.0026,0.0026,1.2387,0.0000,1.2387,0.0000,1.2387,0.0000
0.1719,0.2260,1.2183,0.0017,0.0023,0.0023,1.2183,0.0000,1.2183,0.0000,1.2183,0.0000
0.2519,0.2240,1.2138,0.0025,0.0022,0.0022,1.2138,0.0000,1.2138,0.0000,1.2138,0.0000
0.5141,0.1688,1.2160,0.0051,0.0017,0.0017,1.2160,0.0000,1.2160,0.0000,1.2160,0.0000
0.6771,0.2236,1.1438,0.0068,0.0022,0.0022,1.1438,0.0000,1.1438,0.0000,1.1438,0.0000
0.8249,-0.0192,0.9670,0.0082,-0.0002,-0.0002,0.9670,0.0000,0.9670,-0.0192,0.9670,0.0000
0.9338,-0.1276,0.9315,0.0093,-0.0013,-0.0013,0.9338,0.0000,0.9338,-0.1276,0.9338,0.0000
1.0914,-0.0095,0.9805,0.0109,-0.0001,-0.0001,1.0914,0.0000,1.0914,0.0000,1.0914,0.0000
1.2207,0.2993,0.9061,0.0122,0.0030,0.0030,1.2207,0.0000,1.2207,0.0000,1.2207,0.0000
1.2918,0.6119,0.6997,0.0129,0.0061,0.0061,1.2918,0.0000,1.2918,0.0000,1.2918,0.0000
1.2897,0.6449,0.5217,0.0129,0.0064,0.0064,1.2897,0.0000,1.2897,0.0000,1.2897,0.0000
1.2522,0.6556,0.3327,0.0125,0.0066,0.0066,1.2522,0.0000,1.2522,0.0000,1.2522,0.0000
1.2042,0.6257,0.1383,0.0120,0.0063,0.0063,1.2042,0.0000,1.2042,0.0000,1.2042,0.0000
1.1487,0.6317,-0.0197,0.0115,0.0063,0.0063,1.1487,0.0000,1.1487,0.0000,1.1487,-0.0197
1.1300,0.6590,-0.0568,0.0113,0.0066,0.0066,1.1300,0.0000,1.1300,0.0000,1.1300,-0.0568
1.0761,0.7258,-0.0994,0.0108,0.0073,0.0073,1.0761,0.0000,1.0761,0.0000,1.0761,-0.0994
1.0227,1.0288,-0.0947,0.0102,0.0103,0.0103,1.0227,0.0000,1.0288,0.0000,1.0288,0.0000
0.9752,1.3705,-0.0178,0.0098,0.0137,0.0137,0.9752,0.0000,1.3705,0.0000,1.3705,-0.0178
0.9736,1.6705,-0.0305,0.0097,0.0167,0.0167,0.9736,0.0000,1.6705,0.0000,1.6705,-0.0305
0.9541,1.8744,-0.1374,0.0095,0.0187,0.0187,0.9541,0.0000,1.8744,0.0000,1.8744,-0.1374
0.9540,1.8348,-0.1672,0.0095,0.0183,0.0183,0.9540,0.0000,1.8348,0.0000,1.8348,-0.1672
0.9791,1.7806,-0.1394,0.0098,0.0178,0.0178,0.9791,0.0000,1.7806,0.0000,1.7806,0.0000
0.9757,1.7138,-0.0722,0.0098,0.0171,0.0171,0.9757,0.0000,1.7138,0.0000,1.7138,-0.0722
0.9792,1.7090,-0.0645,0.0098,0.0171,0.0171,0.9792,0.0000,1.7090,0.0000,1.7090,0.0000
0.8837,1.6878,0.1907,0.0088,0.0169,0.0169,0.8837,0.0000,1.6878,0.0000,1.6878,0.0000
0.7445,1.6708,0.3188,0.0074,0.0167,0.0167,0.7445,0.0000,1.6708,0.0000,1.6708,0.0000
0.6214,1.6763,0.3994,0.0062,0.0168,0.0168,0.6214,0.0000,1.6763,0.0000,1.6763,0.0000
0.4990,1.7198,0.4636,0.0050,0.0172,0.0172,0.4990,0.0000,1.7198,0.0000,1.7198,0.0000
0.2827,1.7551,0.5193,0.0028,0.0176,0.0176,0.5193,0.0000,1.7551,0.0000,1.7551,0.0000
0.1010,1.5078,0.5530,0.0010,0.0151,0.0151,0.5530,0.0000,1.5078,0.0000,1.5078,0.0000
0.0712,1.2603,0.6268,0.0007,0.0126,0.0126,0.6268,0.0000,1.2603,0.0000,1.2603,0.0000
-0.0591,1.0783,0.7475,-0.0006,0.0108,0.0108,0.7475,-0.0591,1.0783,0.0000,1.0783,0.0000
-0.4319,1.3505,0.8059,-0.0043,0.0135,0.0135,0.8059,-0.4319,1.3505,0.0000,1.3505,0.0000
-0.5039,1.3089,0.7500,-0.0050,0.0131,0.0131,0.7500,-0.5039,1.3089,0.0000,1.3089,0.0000
-0.5410,1.2278,0.6808,-0.0054,0.0123,0.0123,0.6808,-0.5410,1.2278,0.0000,1.2278,0.0000
-0.5669,0.9576,0.7024,-0.0057,0.0096,0.0096,0.7024,-0.5669,0.9576,0.0000,0.9576,0.0000
-0.5727,0.9011,0.8019,-0.0057,0.0090,0.0090,0.8019,-0.5727,0.9011,0.0000,0.9011,0.0000
-0.6358,0.8599,0.8617,-0.0064,0.0086,0.0086,0.8617,-0.6358,0.8617,0.0000,0.8617,0.0000
-0.6421,0.8378,0.8512,-0.0064,0.0084,0.0084,0.8512,-0.6421,0.8512,0.0000,0.8512,0.0000
-0.6159,0.8916,0.8867,-0.0062,0.0089,0.0089,0.8867,0.0000,0.8916,0.0000,0.8916,0.0000
-0.6050,0.9009,0.8975,-0.0060,0.0090,0.0090,0.8975,-0.6050,0.9009,0.0000,0.9009,0.0000
-0.5820,0.9094,0.9270,-0.0058,0.0091,0.0091,0.9270,0.0000,0.9270,0.0000,0.9270,0.0000
-0.5272,0.9337,0.9799,-0.0053,0.0093,0.0093,0.9799,-0.5272,0.9799,0.0000,0.9799,0.0000
-0.4531,0.8933,1.0054,-0.0045,0.0089,0.0089,1.0054,0.0000,1.0054,0.0000,1.0054,0.0000
-0.3265,0.6084,0.8789,-0.0033,0.0061,0.0061,0.8789,-0.3265,0.8789,0.0000,0.8789,0.0000
-0.2091,0.4912,0.7066,-0.0021,0.0049,0.0049,0.7066,0.0000,0.7066,0.0000,0.7066,0.0000
-0.0956,0.4598,0.5213,-0.0010,0.0046,0.0046,0.5213,-0.0956,0.5213,0.0000,0.5213,0.0000
0.0472,0.5661,0.3077,0.0005,0.0057,0.0057,0.3077,0.0000,0.5661,0.0000,0.5661,0.0000
0.1647,0.7457,0.1984,0.0016,0.0075,0.0075,0.1984,0.0000,0.7457,0.0000,0.7457,0.0000
0.2611,0.7472,0.1127,0.0026,0.0075,0.0075,0.2611,0.0000,0.7472,0.0000,0.7472,0.0000
0.3763,0.6118,0.0737,0.0038,0.0061,0.0061,0.3763,0.0000,0.6118,0.0000,0.6118,0.0000
0.4101,0.6257,0.0655,0.0041,0.0063,0.0063,0.4101,0.0000,0.6257,0.0000,0.6257,0.0000
0.3888,0.6773,0.0650,0.0039,0.0068,0.0068,0.3888,0.0000,0.6773,0.0000,0.6773,0.0000
0.3698,0.7458,0.0537,0.0037,0.0075,0.0075,0.3698,0.0000,0.7458,0.0000,0.7458,0.0000
0.3381,0.8843,0.0617,0.0034,0.0088,0.0088,0.3381,0.0000,0.8843,0.0000,0.8843,0.0000
0.2750,0.9871,0.0715,0.0027,0.0099,0.0099,0.2750,0.0000,0.9871,0.0000,0.9871,0.0000
0.2315,1.0250,0.0919,0.0023,0.0103,0.0103,0.2315,0.0000,1.0250,0.0000,1.0250,0.0000
0.2027,1.0552,0.1057,0.0020,0.0106,0.0106,0.2027,0.0000,1.0552,0.0000,1.0552,0.0000
0.1713,1.0494,0.1193,0.0017,0.0105,0.0105,0.1713,0.0000,1.0494,0.0000,1.0494,0.0000
0.1368,1.0415,0.1334,0.0014,0.0104,0.0104,0.1368,0.0000,1.0415,0.0000,1.0415,0.0000
0.1210,1.0254,0.1740,0.0012,0.0103,0.0103,0.1740,0.0000,1.0254,0.0000,1.0254,0.0000
0.0903,1.0480,0.2116,0.0009,0.0105,0.0105,0.2116,0.0000,1.0480,0.0000,1.0480,0.0000
0.0510,1.0936,0.1904,0.0005,0.0109,0.0109,0.1904,0.0000,1.0936,0.0000,1.0936,0.0000
0.0405,1.1027,0.1840,0.0004,0.0110,0.0110,0.1840,0.0000,1.1027,0.0000,1.1027,0.0000
0.0224,1.0992,0.1799,0.0002,0.0110,0.0110,0.1799,0.0000,1.0992,0.0000,1.0992,0.0000
-0.0207,1.0712,0.1693,-0.0002,0.0107,0.0107,0.1693,-0.0207,1.0712,0.0000,1.0712,0.0000
-0.0418,1.0570,0.1207,-0.0004,0.0106,0.0106,0.1207,-0.0418,1.0570,0.0000,1.0570,0.0000
-0.0784,1.0588,0.1480,-0.0008,0.0106,0.0106,0.1480,-0.0784,1.0588,0.0000,1.0588,0.0000
-0.0925,1.0566,0.1890,-0.0009,0.0106,0.0106,0.1890,-0.0925,1.0566,0.0000,1.0566,0.0000
-0.0958,1.0291,0.2091,-0.0010,0.0103,0.0103,0.2091,-0.0958,1.0291,0.0000,1.0291,0.0000
-0.0915,1.0018,0.2060,-0.0009,0.0100,0.0100,0.2060,0.0000,1.0018,0.0000,1.0018,0.0000
-0.0629,0.9923,0.1914,-0.0006,0.0099,0.0099,0.1914,-0.0629,0.9923,0.0000,0.9923,0.0000
-0.0474,0.9890,0.1987,-0.0005,0.0099,0.0099,0.1987,0.0000,0.9890,0.0000,0.9890,0.0000
-0.0054,0.9905,0.1854,-0.0001,0.0099,0.0099,0.1854,-0.0054,0.9905,0.0000,0.9905,0.0000
0.0207,0.9493,0.1660,0.0002,0.0095,0.0095,0.1660,0.0000,0.9493,0.0000,0.9493,0.0000
0.1102,0.8935,0.1492,0.0011,0.0089,0.0089,0.1492,0.0000,0.8935,0.0000,0.8935,0.0000
0.1406,0.9391,0.1402,0.0014,0.0094,0.0094,0.1406,0.0000,0.9391,0.0000,0.9391,0.0000
0.1310,0.9580,0.1118,0.0013,0.0096,0.0096,0.1310,0.0000,0.9580,0.0000,0.9580,0.0000
0.1182,0.9662,0.1035,0.0012,0.0097,0.0097,0.1182,0.0000,0.9662,0.0000,0.9662,0.0000
0.0751,0.9698,0.1361,0.0008,0.0097,0.0097,0.1361,0.0000,0.9698,0.0000,0.9698,0.0000
0.0465,1.0195,0.1875,0.0005,0.0102,0.0102,0.1875,0.0000,1.0195,0.0000,1.0195,0.0000
0.0316,1.0269,0.1992,0.0003,0.0103,0.0103,0.1992,0.0000,1.0269,0.0000,1.0269,0.0000
-0.0005,1.0863,0.2226,-0.0000,0.0109,0.0109,0.2226,-0.0005,1.0863,0.0000,1.0863,0.0000
-0.0363,1.0662,0.2108,-0.0004,0.0107,0.0107,0.2108,-0.0363,1.0662,0.0000,1.0662,0.0000
-0.0472,1.0686,0.1939,-0.0005,0.0107,0.0107,0.1939,-0.0472,1.0686,0.0000,1.0686,0.0000
-0.0612,1.0889,0.1810,-0.0006,0.0109,0.0109,0.1810,-0.0612,1.0889,0.0000,1.0889,0.0000
-0.0654,1.1032,0.1899,-0.0007,0.0110,0.0110,0.1899,-0.0654,1.1032,0.0000,1.1032,0.0000
-0.0822,1.0985,0.1805,-0.0008,0.0110,0.0110,0.1805,-0.0822,1.0985,0.0000,1.0985,0.0000
-0.0803,1.0804,0.1746,-0.0008,0.0108,0.0108,0.1746,0.0000,1.0804,0.0000,1.0804,0.0000
-0.0533,1.0687,0.1630,-0.0005,0.0107,0.0107,0.1630,-0.0533,1.0687,0.0000,1.0687,0.0000
-0.0519,1.0635,0.1590,-0.0005,0.0106,0.0106,0.1590,0.0000,1.0635,0.0000,1.0635,0.0000
-0.0289,1.0352,0.1549,-0.0003,0.0104,0.0104,0.1549,-0.0289,1.0352,0.0000,1.0352,0.0000
0.0132,0.9657,0.1423,0.0001,0.0097,0.0097,0.1423,0.0000,0.9657,0.0000,0.9657,0.0000
0.0212,0.9545,0.1582,0.0002,0.0095,0.0095,0.1582,0.0000,0.9545,0.0000,0.9545,0.0000
0.0247,0.9540,0.1555,0.0002,0.0095,0.0095,0.1555,0.0000,0.9540,0.0000,0.9540,0.0000
0.0242,0.9689,0.1704,0.0002,0.0097,0.0097,0.1704,0.0000,0.9689,0.0000,0.9689,0.0000
0.0193,0.9586,0.1686,0.0002,0.0096,0.0096,0.1686,0.0000,0.9586,0.0000,0.9586,0.0000
0.0164,0.9365,0.1541,0.0002,0.0094,0.0094,0.1541,0.0000,0.9365,0.0000,0.9365,0.0000
0.0421,0.9352,0.1530,0.0004,0.0094,0.0094,0.1530,0.0000,0.9352,0.0000,0.9352,0.0000
0.0374,0.9709,0.1606,0.0004,0.0097,0.0097,0.1606,0.0000,0.9709,0.0000,0.9709,0.0000
-0.0062,0.9331,0.1627,-0.0001,0.0093,0.0093,0.1627,-0.0062,0.9331,0.0000,0.9331,0.0000
-0.0131,0.9443,0.1721,-0.0001,0.0094,0.0094,0.1721,-0.0131,0.9443,0.0000,0.9443,0.0000
-0.0086,0.9979,0.1909,-0.0001,0.0100,0.0100,0.1909,0.0000,0.9979,0.0000,0.9979,0.0000
-0.0092,1.0013,0.1923,-0.0001,0.0100,0.0100,0.1923,-0.0092,1.0013,0.0000,1.0013,0.0000
-0.0185,1.0043,0.1779,-0.0002,0.0100,0.0100,0.1779,-0.0185,1.0043,0.0000,1.0043,0.0000
